Majority protein IDs,hYPS1009 wt rep1,hYPS1009 wt rep2,hYPS1009 wt rep3
YHR101C,27948000,19949000,36794000
YAL010C,24571000,29968000,23941000
YEL063C,34042000,34556000,37560000
YGR263C,21451000,19472000,20970000
YPL176C,34670000,42730000,45938000
YKL003C,15255000,25729000,16972000
YLR245C,26377000,24168000,23729000
YJR011C,26416000,41152000,24253000
YHR059W,0,13233000,10288000
YKL161C,0,12671000,16897000
YJR010C-A,36734000,33635000,34296000
YLR135W,28652000,49426000,43170000
YOR289W,9533600,10057000,18596000
YGR075C,32148000,33956000,25484000
YHR168W,24586000,20688000,19760000
YKL189W,22481000,22992000,27558000
YAR003W,21657000,12872000,18356000
YPL075W,26322000,28549000,34038000
YCR005C,35528000,39931000,44135000
YML038C,17222000,10358000,11423000
YGR060W,16999000,9753900,20253000
YBL052C,16492000,21623000,16989000
YHR112C,3477400,6139800,5273500
YOR385W,23942000,27990000,24052000
YGR223C,22114000,39390000,14736000
YLL004W,34733000,30799000,43032000
YDR128W,16012000,13637000,14906000
YPL219W,17723000,23873000,16280000
YOL133W,23083000,27828000,16455000
YCL036W,43451000,29526000,43549000
YFR038W,26157000,15471000,28604000
YMR132C,43704000,36860000,68609000
YJR055W,23681000,32244000,43718000
YLR247C,17986000,42816000,64792000
YPL123C,32367000,27893000,35713000
YOR111W,19470000,20505000,10663000
YIL132C,20884000,17536000,19973000
YHR090C,29705000,25095000,30226000
YCR086W,44610000,41850000,50752000
YER007W,22999000,22642000,33458000
YJL071W,20921000,23671000,20149000
YGR166W,16488000,16361000,24542000
YBR085C-A,10933000,9142200,8818700
YPR082C,15280000,0,19323000
YMR117C,8707500,14898000,18320000
YLR457C,25233000,26390000,31824000
YLR414C,10531000,0,10114000
YOR273C,12647000,17846000,16930000
YOL108C,15567000,16821000,15024000
YNL304W,16180000,15235000,14099000
YER015W,18906000,14696000,11877000
YLR099C,39055000,32458000,34475000
YDR499W,40415000,29459000,30382000
YMR190C,15005000,26921000,22082000
YDR492W,18267000,17583000,15377000
YNL253W,26391000,19286000,20223000
YDR456W,15793000,20144000,16103000
YNL053W,23239000,36575000,25663000
YEL027W,13114000,0,25017000
YDR246W,30138000,25698000,34686000
YPR011C,25162000,17751000,31825000
YLR141W,17390000,15969000,25439000
YIL158W,24963000,24909000,17380000
YIR009W,10835000,19813000,15301000
YLL009C,45547000,47163000,83369000
YBR268W,30616000,32126000,29500000
YPR049C,12184000,121760000,62884000
YPR094W,16688000,17179000,30167000
YHR138C,33817000,31919000,24052000
YIL153W,49197000,43955000,47851000
YJL149W,33346000,32496000,35600000
YDL139C,28926000,57635000,30426000
YLR130C,24266000,20915000,21596000
YBL018C,44867000,34866000,30415000
YBR036C,43817000,23424000,41942000
YOR026W,29686000,23383000,29299000
YPR152C,17777000,18474000,19182000
YMR064W,34091000,20365000,31517000
YKR027W,19291000,23790000,21926000
YNL126W,27088000,21453000,22651000
YNL325C,28755000,33541000,21636000
YBR006W,45343000,17554000,43469000
YGL248W,35047000,25280000,23492000
YKR055W,13829000,18373000,10376000
YNL081C,32482000,40996000,46548000
YKR036C,15602000,20151000,16074000
YDL017W,34672000,21143000,28377000
YGR258C,6050000,4586500,0
YMR293C,30859000,26937000,35030000
YLR016C,28199000,25964000,30120000
YPL159C,13342000,33395000,20303000
YJL046W,19210000,22964000,18995000
YHR116W,24788000,9957900,58224000
YOR226C,39254000,24666000,33493000
YBR269C,6941000,18540000,0
YDR302W,17019000,8701300,0
YKL137W,6537400,14834000,12560000
YGL071W,33571000,20403000,24260000
YGR059W,14871000,39208000,20876000
YDR003W,24371000,22658000,24491000
YJR102C,26052000,28075000,33742000
YDR435C,17669000,17656000,19426000
YJR040W,29050000,23444000,28490000
YOL008W,20348000,16884000,16253000
YBL082C,13009000,16912000,14123000
YBR016W,10929000,12081000,9799900
YER079W,39614000,44199000,35470000
YJL127C,15006000,13992000,17665000
YOR154W,18800000,10553000,17268000
YNL078W,7141300,42387000,6529100
YNL234W,14626000,12107000,11183000
YHR182W,32396000,24243000,24294000
YIR024C,19378000,21546000,34721000
YLR011W,14486000,21814000,22116000
YBR257W,20129000,25031000,20227000
YKL125W,19226000,19002000,29830000
YML095C,0,10767000,13989000
YMR259C,16066000,10915000,15359000
YOR034C,11618000,10366000,9826200
YLR234W,17681000,19811000,10358000
YMR291W,7101900,7850500,6909300
YGL126W,17259000,11122000,15880000
YGR201C,19056000,12219000,15276000
YLR352W,27292000,20710000,25606000
YGR217W,22233000,24701000,15705000
YMR278W,25411000,13423000,22703000
YBR211C,13156000,9999200,9487000
YLR353W,8251200,13116000,9029900
YMR283C,15294000,20247000,22351000
YJL047C,46509000,43838000,50444000
YDR478W,16247000,19829000,23444000
YJR008W,11650000,7717400,10154000
YGR024C,29805000,19385000,24321000
YDL035C,17738000,14433000,12892000
YBR024W,10813000,9791900,13762000
YDR140W,16644000,15113000,16366000
YAL058W,15306000,17020000,21812000
YMR021C,21136000,19016000,28245000
YOR307C,0,12127000,11079000
YMR041C,12871000,13969000,15695000
YOL153C,20370000,13453000,19718000
YLR437C,24882000,27978000,34416000
YOR144C,35946000,25687000,25422000
YPL125W,24620000,15937000,19961000
YML099C,25014000,36255000,32935000
YJL016W,13319000,11755000,19159000
YCL008C,13038000,0,0
YMR068W,13192000,18739000,15198000
YLR107W,12473000,17684000,15408000
YPR182W,48129000,62342000,44152000
YNL133C,26454000,27271000,43373000
YGL128C,28204000,9952500,24564000
YPR186C,30035000,25627000,20999000
YDR291W,23110000,17766000,18185000
YHR061C,8154600,13660000,9819000
YBR254C,27538000,10500000,20187000
YJL003W,16475000,15150000,13830000
YJL126W,20730000,18008000,17488000
YCL004W,23286000,17766000,27244000
YGL219C,17854000,16263000,13968000
YLR228C,17763000,20887000,8174200
YPR009W,22255000,14676000,18594000
YKR095W-A,13420000,16614000,6855200
YJL218W,9486900,13158000,10496000
YKL208W,17059000,17527000,16317000
YDL057W,19573000,22549000,22971000
YAL044W-A,0,7880000,0
YLR088W,46160000,24301000,40245000
YDR482C,32619000,40066000,65323000
YCR081W,10477000,7804000,9012100
YLR385C,12668000,9756500,11031000
YKR022C,12897000,15133000,13957000
YDR318W,17578000,20378000,18694000
YDR198C,35864000,15174000,22820000
YLR364W,5889900,14727000,9977100
YDL133W,22120000,20851000,25788000
YJL072C,16536000,17227000,12540000
YHR106W,24859000,16432000,17132000
YGR140W,12065000,10875000,11217000
YJR155W;YFL057C;YDL243C,9344100,10118000,26580000
YMR218C,39866000,25937000,36277000
YJR130C,12370000,9519600,11375000
YMR036C,11023000,26772000,17295000
YOR080W,7177900,14857000,7576800
YLL035W,30785000,29227000,20947000
YDR205W,20025000,8852700,19530000
YLR193C,10582000,16584000,14131000
YIL167W,16615000,19400000,26424000
YJL035C,17318000,9369500,19245000
YCR075W-A,45062000,52980000,25500000
YML064C,13215000,11991000,15483000
YNL328C,9210700,18700000,10902000
YGR161W-B;YFL002W-A,8474300,11842000,8484500
YHL023C,16573000,24437000,13124000
YJL030W,29976000,35489000,30823000
YPR164W,38906000,33154000,46477000
YOR219C,9628700,6906200,6757700
YBR150C,11725000,15009000,22436000
YIL008W,19250000,25019000,13900000
YHL019C,17287000,13800000,16266000
YFR017C,15225000,16647000,23291000
YLR131C,4568300,5857500,7013800
YNL042W,8537200,9041100,12122000
YKL049C,7976500,16183000,9793000
YJR085C,34864000,19441000,63329000
YEL012W,15905000,12605000,10580000
YBR141C,15865000,10279000,11959000
YER074W-A,12795000,10800000,11565000
YDR075W,13966000,12297000,15185000
YLR218C,18484000,24393000,30305000
YIL107C,6481700,8720300,7737600
YNL257C,13899000,7840000,13017000
YLR019W,8120000,9194700,8997300
YOR097C,9846800,8587600,8992900
YKL185W,6429400,6717300,5245900
YIL077C,8959900,13177000,7590400
YLL058W,49682000,63276000,61247000
YLL061W,0,0,0
YDR255C,7416700,6972400,0
YPL209C,8132900,8735500,10848000
YGR278W,11883000,12960000,8325300
YOR223W,10577000,14302000,3690500
YOR264W,8348800,14049000,6926100
YOR028C,2694500,6042800,3055600
YCL049C,0,0,9841100
YDR329C,12825000,9588700,14115000
YER060W,6239700,7151300,6959900
YNL011C,6622200,7216200,4833700
YAL002W,15595000,11999000,12037000
YKL130C,11924000,9855200,12682000
YPL121C,9021500,10430000,17467000
YGL057C,6539400,12025000,15365000
YMR281W,10039000,12987000,11109000
YDL155W,10829000,11688000,8409200
YJR082C,48826000,50204000,57756000
YLR404W,1420100,0,0
YOR324C,0,9521900,0
YDR293C,1457400000,7766700000,1415700000
YNL165W,16899000,9994300,19291000
YHR191C,16952000,23259000,10003000
YGL209W,9909300,11167000,6474000
YDR256C,3282900,7350700,5979100
YNL003C,11425000,0,5406600
YOR148C,6819300,8872000,10236000
YBR183W,3724700,2352200,3391300
YLR079W,5130200,5153400,5846300
YNL065W,5449000,5503800,4275600
YDR539W,6966500,8370500,7439100
YDR371W,0,4291500,0
YKR030W,8990300,5934600,0
YGR122W,12681000,5158100,6237900
YNR027W,6802600,0,7789600
YPL005W,4438600,6734400,6432100
YDL119C,6726200,11996000,11166000
YOL146W,6768800,4254300,7638400
YOR037W,6630400,14760000,17448000
YNR048W,30656000,41577000,29564000
YHR216W,5281200,5906400,6352300
YOR100C,2332100,42564000,0
YGR161C,9154900,3856900,3797600
YNL214W,3814400,4439100,4923700
YOL063C,4703500,8400500,5271200
YLR381W,5822600,2327600,2816600
YJR159W;YDL246C,0,10029000,4861800
YMR166C,24656000,25716000,12322000
YGL166W,17774000,23657000,19643000
YLR436C,14511000,22400000,15235000
YKR083C,22982000,15182000,50236000
YJR084W,15445000,13578000,12391000
YOL003C,12813000,10002000,11605000
YML077W,8307300,6369900,6423400
YBR085W,11335000,5959300,8735100
YMR160W,5571000,5278000,10402000
YLR137W,6676700,4665600,4553000
YOL128C,8897800,3151900,5456800
YEL020C,18527000,0,20563000
YOL073C,11241000,0,11349000
