UID,BC187_YPD_Avg_log2_Fitness_Score,BC187_FDR,BY4743_YPD_Avg_log2_Fitness_Score,BY4743_FDR,DBVPG1373_YPD_Avg_log2_Fitness_Score,DBVPG1373_FDR,NCYC3290_YPD_Avg_log2_Fitness_Score,NCYC3290_FDR,Y12_YPD_Avg_log2_Fitness_Score,Y12_FDR,Y2209_YPD_Avg_log2_Fitness_Score,Y2209_FDR,Y389_YPD_Avg_log2_Fitness_Score,Y389_FDR,Y7568_YPD_Avg_log2_Fitness_Score,Y7568_FDR,YJM1273_YPD_Avg_log2_Fitness_Score,YJM1273_FDR,YJM1389_YPD_Avg_log2_Fitness_Score,YJM1389_FDR,YJM1592_YPD_Avg_log2_Fitness_Score,YJM1592_FDR,YJM978_YPD_Avg_log2_Fitness_Score,YJM978_FDR,YPS128_YPD_Avg_log2_Fitness_Score,YPS128_FDR,YPS163_YPD_Avg_log2_Fitness_Score,YPS163_FDR,YPS606_YPD_Avg_log2_Fitness_Score,YPS606_FDR
YGR121W-A,0.567121242,0.000000625,0.040979904,0.849475231,#N/A,#N/A,-1.66888051,0.000120329,-2.070045075,1.07E-11,0.202375863,0.799570465,-0.064262286,0.78456481,0.162895219,0.136127349,-0.339653446,0.138857753,-0.993024721,0.000000395,0.151614175,0.637429938,0.578577754,0.052610801,0.455655494,0.14610408,-0.236306067,0.10984824,0.032788342,0.954043386
YGL242C,0.435772456,0.0000144,0.32355531,0.000149244,0.171697096,0.055338578,-0.379019759,0.119130905,-0.998764599,0.00000273,0.392713342,0.034458299,-0.055122435,0.712448217,0.138169125,0.108130748,-0.199750796,0.133732963,-0.493107817,0.002857246,0.230046949,0.257853343,-0.012485995,0.961282569,-0.042797627,0.889832486,0.098364131,0.444547003,-0.061472976,0.897066818
YAR027W,0.383803348,0.003293316,0.001316714,0.993185505,0.693639355,0.00000142,-0.602532759,0.072979488,-1.464889658,0.0000112,0.249479619,0.433293832,-0.01930109,0.953158789,-0.036798592,0.808999222,-0.429655354,0.067031695,-0.893339406,0.0000103,0.263243435,0.395766829,0.19322537,0.576960528,-0.571745623,0.126293691,0.005624462,0.989544807,0.15847354,0.737701868
YDR399W,0.240742144,0.037160284,0.216885116,0.017863418,-0.760085005,2.41E-12,-0.237146785,0.299789365,-1.997917285,5.68E-18,0.146077043,0.59994977,-0.016037393,0.937877585,0.05378442,0.594680042,-0.176300962,0.214892238,-0.803227277,0.000000544,0.02638484,0.918363142,0.2664972,0.280534814,-0.199439669,0.450362028,-0.009548344,0.921930233,-0.373482342,0.295557607
YPR037C,0.463883482,0.0000291,0.092749916,0.557917029,-3.004729591,0.000000013,-0.878551534,0.007808396,-0.853359776,0.00114999,-0.121923318,0.716936241,-0.000907651,0.999743841,0.046493947,0.706544901,0.059999453,0.789473091,-0.82838167,0.0000111,-0.131736227,0.597898919,0.119981658,0.818288688,0.196713764,0.557460277,0.190810207,0.224605311,0.237100217,0.61054612
YPR176C,0.446972401,0.00000387,0.21948945,0.015730819,-0.326927692,0.00021083,-0.283032278,0.27980503,-1.458881181,1.21E-10,0.203762894,0.432718006,0.006205094,0.975332746,0.114065867,0.239676295,0.192479078,0.226850472,-0.955598261,0.000000932,-0.111324473,0.645393284,-0.019155005,0.943557596,-0.423214979,0.126857334,0.141618216,0.32572051,-0.639848613,0.1715261
YKL159C,0.483897344,0.0000505,-0.205074794,0.15187975,-1.219077188,1.07E-11,-0.541065457,0.100017408,-0.902149605,0.011649246,-0.153086005,0.692024818,0.009243537,0.983184581,-0.053298603,0.687739431,0.005904768,0.986670794,-0.875236836,0.0000366,-0.070307487,0.85312836,-0.052618565,0.883584124,0.035543844,0.910257875,0.165233498,0.168608538,-0.227391967,0.804120758
YNL040W,0.484076198,0.00000145,0.08430148,0.413235686,-0.989429003,9.45E-15,-0.613074826,0.004596695,-1.129381139,0.00000742,-0.090382736,0.751647567,0.009832105,0.942056328,0.078092518,0.456101452,0.125071793,0.574248874,-0.789642107,0.0000041,0.124863321,0.586604957,-0.082774759,0.784612079,0.07148622,0.809149711,-0.036957068,0.812474755,-0.866232558,0.073800978
YGR244C,0.560773327,0.002010386,0.10544076,0.875399787,#N/A,#N/A,0.91337455,0.054321172,0.008579584,0.958754857,-0.063883265,0.914258121,0.017316357,0.967871433,0.028192018,0.902863298,0.250479585,0.377771564,0.685667212,0.000252709,0.614311314,0.118398783,-0.180806032,0.74762362,0.468418146,0.13761906,-0.03256705,0.921730407,0.39248781,0.494382841
YAL020C,0.395401151,0.002243532,-0.176153231,0.330354399,0.172624391,0.234098486,-1.396177802,0.006445208,-0.897935417,0.001602578,-0.056782121,0.884890018,0.061566959,0.796071268,0.146076634,0.18894376,-0.524777228,0.075592003,-0.863581124,0.00019106,-0.087790751,0.827449695,0.480499139,0.22801462,0.310352951,0.235457063,0.036339195,0.88602241,0.270381195,0.490463001
YDR237W,0.271848614,0.019098549,0.05183333,0.677237192,-0.289014456,0.025307174,-0.463277693,0.110009605,-1.526401185,4.83E-11,-0.040549802,0.909706474,0.074460804,0.712813323,0.0132799,0.913092139,-0.393813915,0.121864049,-0.428083887,0.016092891,-0.12649235,0.611740118,-0.071979034,0.768579133,-0.410804952,0.185860429,0.063897272,0.651629675,-0.349354758,0.55247138
YJL217W,0.488428995,8.37E-08,0.190185487,0.034762908,0.097343514,0.377918724,-0.926939302,0.0000484,-0.95164454,0.00000578,0.236764286,0.289763637,0.081048785,0.595674652,0.152036499,0.051097851,-0.179157283,0.314481846,-0.787388719,0.00000028,0.164188006,0.395766829,0.151335321,0.435953945,-0.40589311,0.06271496,-0.044238504,0.750090707,-0.49397612,0.128496591
YBR085C-A,0.340719065,0.003161326,0.472914236,0.000799337,-1.394537727,0.0000894,-0.202818653,0.638599676,-0.337330212,0.205293266,0.132950155,0.661358861,0.082037034,0.691246274,-0.066153423,0.665097481,0.085344839,0.668243703,-0.371913651,0.036945934,0.029089712,0.934564697,-0.135802972,0.698305442,0.072886843,0.805648402,-0.074066959,0.656847476,0.30814679,0.435854043
YIL055C,-0.748617744,0.001405599,0.080605648,0.556487249,-0.667770811,0.0000762,-2.082685783,0.000000995,-0.474592706,0.235566145,0.150643154,0.778661779,0.110882757,0.702403111,-0.414405296,0.054309526,-0.409051953,0.340420777,-0.669108539,0.010635938,-0.581055644,0.286193073,-0.468124588,0.250217446,#N/A,#N/A,-0.005649445,0.947552551,-0.408677006,0.723385286
YGL176C,-0.519476219,0.011201283,0.311748495,0.013729624,#N/A,#N/A,0.672980596,0.07661358,-1.152833594,0.0000371,0.246236578,0.518648032,0.163281192,0.446349462,0.184508814,0.189034585,0.08198099,0.796358308,-0.939690811,0.000491052,-0.020878149,0.958980647,0.173568999,0.611239154,-0.377532539,0.329699899,-0.333167956,0.11384653,0.645899832,0.082038626
YBR236C,0.377388015,0.000519816,0.088690288,0.721236182,-0.201991099,0.101157628,#N/A,#N/A,-1.022467341,0.0000441,0.314230757,0.114910586,0.163235871,0.216666827,0.063485184,0.533102269,0.09209653,0.64480686,-0.479783716,0.004246615,0.259451053,0.18609163,-0.103736271,0.673562464,0.136344763,0.621725936,0.124731991,0.370453839,-0.535356991,0.191312322
YHL013C,0.330485432,0.002846344,0.407029094,0.000000577,-0.187929818,0.059235996,-0.202942633,0.37470999,-0.889912894,0.0000691,0.044646355,0.88107069,0.172775629,0.175445712,0.009504606,0.932539934,-0.127853629,0.415993952,-0.3210241,0.05044627,0.131416463,0.570283608,0.266685442,0.18090671,-0.453541431,0.063865504,-0.152873435,0.236069299,-0.017330572,0.972260703
YAL049C,0.333960264,0.002242536,-0.002719444,0.982885194,-0.740027892,3.98E-11,-0.683340179,0.001829972,-1.035213304,0.0000154,-0.085532274,0.810176718,0.222769348,0.113951698,0.156537599,0.12567422,0.039272755,0.889370613,-0.437117805,0.014276193,-0.08011354,0.771025935,-0.304268205,0.355235804,-0.268062516,0.360452018,0.16364298,0.183268684,0.056606173,0.907977664
YHR190W,-1.521257313,0.000000823,0.778671747,0.000000149,#N/A,#N/A,0.020428183,0.918000988,-1.181824393,0.004927426,0.862141153,0.071839173,0.354363463,0.168883481,0.051284915,0.761726089,-0.627710923,0.236822131,-1.356528436,0.000049,-0.708347055,0.15379115,-0.85735389,0.074632714,-0.103210087,0.884345238,-0.135345958,0.57172351,-0.079195465,0.916701959
YNL003C,0.575525152,0.018505626,-0.09602557,0.69539162,#N/A,#N/A,-1.569273082,0.004223012,-0.813483554,0.060984902,-0.395463035,0.442664654,0.358311056,0.186831197,-0.020855344,0.91722603,-0.119135882,0.736078643,-0.666330492,0.046502295,-0.099802502,0.832245116,0.332553338,0.371900585,0.320083787,0.566586352,0.234079641,0.369486688,0.134813738,0.831121708
YIL147C,-1.028435979,7.97E-11,-1.115006825,6.79E-10,0.939060318,1.9E-18,0.916895013,0.137168021,-0.797451115,0.016407977,-0.788651275,0.009565866,-1.493415614,8.44E-11,-1.224111142,1.6E-12,-1.306030645,0.018734078,-0.197451271,0.379929372,0.51296159,0.076564983,-0.441504187,0.240924683,0.343331183,0.359083139,0.294748898,0.157075391,0.445521215,0.497686044
YJR050W,0.356687603,0.000885809,0.43792882,0.00000147,0.080883893,0.536790739,-0.41270974,0.14490571,-1.088298302,0.00000106,0.414705281,0.042029846,0.331348056,0.040881763,0.487953993,4.43E-09,-0.54186081,0.019983113,0.175952885,0.297521251,0.067591523,0.793374316,0.199916597,0.607613307,0.219174909,0.403520682,-0.02363807,0.860934391,0.4731155,0.121391339
YBR296C-A,0.405538783,0.0000552,0.258777329,0.003137751,-0.172213151,0.090212084,-0.349668813,0.118113967,-0.426044449,0.074379721,0.333807491,0.198201154,0.479807826,0.000212427,0.356485717,0.000045,0.401143734,0.048542168,-0.134828864,0.445531399,0.062517568,0.816934421,0.4106411,0.069097416,-0.135212104,0.670483603,0.02950999,0.853518519,-0.379020498,0.346262249
YGR133W,0.49651274,0.000000692,-0.052887135,0.651064533,0.151823153,0.177405723,0.347656395,0.14399142,-0.621300226,0.006499153,0.532023283,0.00820255,0.552763689,0.0000488,0.427034563,0.000000201,0.672073653,0.00002,0.120324883,0.47662349,-0.114465411,0.621605484,0.262630065,0.306983716,0.202854928,0.413294234,0.021620846,0.91807121,-0.458579035,0.200128378
YOR081C,0.324524398,0.008591976,0.349660079,0.001679722,0.754028181,3.83E-10,1.008440503,0.0000486,-0.555613081,0.028362844,0.350260812,0.232476611,0.573191719,0.0000049,0.362172647,0.000354088,0.634765992,0.000032,0.045973305,0.803406843,0.205682268,0.326233294,-0.017924593,0.955308017,0.26374303,0.346375897,-0.052770799,0.779437559,0.04530964,0.938673686
YOR283W,0.812639592,0.00000294,-0.055373642,0.835573548,#N/A,#N/A,-0.567841628,0.220666101,-1.515084188,0.006913418,-0.14749339,0.750751972,0.624502513,0.033555523,0.634667263,0.0000282,#N/A,#N/A,0.485519711,0.255985364,0.338644537,0.407058687,1.562512422,0.039170799,0.585445652,0.140878306,-0.180470606,0.48749293,-1.025196839,0.126813636
YCR101C,0.435703473,0.00000551,0.181501822,0.041668015,0.334775174,0.000202073,-0.82476338,0.018087661,-0.447585644,0.040265349,0.242855764,0.252739637,0.631551109,0.000000289,0.475161396,2.29E-10,0.5506496,0.00000465,0.081288016,0.634123599,0.075099967,0.75394852,-0.121297445,0.731890712,0.09410416,0.70147133,-0.173739909,0.278686249,-0.278693813,0.475702654
YKR037C,0.267075797,0.041540609,0.159724283,0.325130662,0.210819425,0.316453063,-1.054860939,0.00166212,-0.79345116,0.013747905,0.34365254,0.186273584,-0.324699563,0.157075556,0.254014105,0.02836787,-0.667273508,0.027822692,-0.035869697,0.863394686,0.182955917,0.433911415,-0.75536908,0.053298369,0.228059499,0.555042688,-0.024832037,0.827684559,0.506337205,0.184904346
YDL098C,0.269948356,0.042800634,0.160426272,0.219707327,-0.236955714,0.014176195,-1.330190378,0.00000317,-1.158601516,0.00000124,0.378309294,0.198764996,-0.169440892,0.457827924,0.236650982,0.013304165,-1.756086044,2.28E-09,-0.299334257,0.094543665,-0.024985663,0.937638341,0.189760845,0.560963561,-0.392068371,0.162906705,-0.152573328,0.324264483,-0.228645394,0.60814606
YHR153C,0.27393611,0.016989957,0.354648825,0.0000235,-0.021046829,0.882209953,0.379710595,0.132276819,-1.181657324,0.000000193,0.328352325,0.133641696,-0.15822981,0.337565,0.361007513,0.0000325,0.534868686,0.0000872,-0.155484851,0.354852944,0.358785482,0.051287576,-0.293562234,0.342290787,0.001709759,0.996118667,-0.329552853,0.043382567,-0.078148742,0.86894296
YDL067C,0.29862423,0.006617979,0.320573471,0.000320076,-0.23770268,0.011053601,-1.164472483,0.0000155,-1.056269274,0.000000978,0.326056975,0.16533419,-0.15692189,0.277552064,0.260286294,0.003146834,-6.949494154,1.91E-33,-0.140096838,0.429828635,0.220897935,0.314382061,0.33807424,0.082085223,0.190231481,0.524835869,0.03104284,0.855294577,0.097415579,0.837408854
YAL010C,-0.314925837,0.009011811,0.240882307,0.004885513,0.105396026,0.373955154,-0.8194362,0.000394712,-0.994447094,0.00000753,-0.114667831,0.701769442,-0.150957636,0.351487097,0.321677547,0.000511691,0.424587906,0.001124063,-0.237088711,0.158850938,0.070911597,0.795209693,0.1092203,0.641511924,-0.369962698,0.218117358,0.179980959,0.225626986,-0.118098364,0.795233169
YOR020W-A,0.258411273,0.034466994,0.201267002,0.181814181,0.142104597,0.113749668,1.217843861,0.0000395,-1.169645586,0.00000149,0.613078887,0.003633812,-0.098983746,0.669875957,0.375974994,0.000108577,-0.967513699,0.005167509,0.020982764,0.93216043,-0.06817665,0.800349609,-0.239842863,0.488143178,0.428890195,0.073454159,0.199667654,0.18805993,-0.869922323,0.062967238
YDR363W-A,0.324629103,0.018127778,-0.047801523,0.766437475,0.034149747,0.89704592,-1.366939419,0.00643141,-0.661629235,0.017877009,0.271157789,0.360007233,-0.038856848,0.900281688,0.382156145,0.00175252,-0.651707165,0.023077284,-0.427226966,0.05235049,-0.104569943,0.774719101,0.346620849,0.07835861,-0.198451707,0.664845889,-0.153485401,0.41704431,-0.103969234,0.907789417
YOL022C,0.343197764,0.021780306,-0.064360908,0.613084082,-0.462573066,0.000389795,-1.215058125,0.01357815,-1.191427864,0.0000028,-0.129154355,0.631595917,0.015419217,0.933944768,-0.235085106,0.01676487,-0.529689812,0.014183792,0.041574809,0.835312433,-0.29090119,0.2844622,0.317100747,0.17905074,-0.157092311,0.630382012,-0.023985907,0.876930846,0.057518478,0.90785454
YDR332W,-1.447249844,0.0000843,0.36253148,0.046568607,#N/A,#N/A,0.045102074,0.988577588,-1.385149633,0.00647872,-0.391828176,0.529826904,0.017756844,0.944337545,-1.062730468,0.0000407,#N/A,#N/A,-0.695218695,0.152048468,-0.595069042,0.199359067,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YDR162C,-0.357585148,0.023979012,-0.098286128,0.511664782,0.155166502,0.363206931,-0.272163069,0.467028669,-1.705484514,6.05E-10,0.325666785,0.195233285,0.025653994,0.912421618,0.24714148,0.015523383,0.401908584,0.025194664,0.04947916,0.79844047,-0.189267844,0.420076175,0.242440301,0.422292304,-0.224186566,0.46971219,0.198689847,0.261064475,-0.351947981,0.478702507
YDR065W,0.355111082,0.000633968,0.28727185,0.004683249,-1.105732648,0.0000296,-0.479497472,0.333290604,-0.824477997,0.000610788,0.31799086,0.232799488,0.046676171,0.804636444,0.381979851,0.000158209,-0.963701662,0.000182541,-0.342824474,0.059421441,-0.062574883,0.839475106,0.168504207,0.557921682,-0.136739269,0.638801934,-0.103465612,0.525331406,-0.197945122,0.753666867
YIL044C,0.495528163,0.00000105,0.095399488,0.424622902,#N/A,#N/A,0.117476963,0.691281099,-0.347968258,0.195543811,-0.070910902,0.85587892,0.081003619,0.723414774,0.313975064,0.006294093,-1.439039276,0.0000981,-0.093010751,0.647900974,0.054765552,0.886357834,0.22125292,0.368337511,-0.463204662,0.183810544,0.10087785,0.621869409,#N/A,#N/A
YPL257W,0.311347669,0.037300305,0.235512725,0.076230437,#N/A,#N/A,0.840799966,0.00066848,-1.032158057,0.000253004,-0.310471829,0.295252648,0.11638477,0.609838054,0.252461815,0.025914666,0.707765888,2.01E-08,-0.227293662,0.273325353,0.220479874,0.467047273,-0.191153244,0.570483833,-0.254443889,0.493140609,0.222842347,0.111445393,0.086178056,0.907977664
YDL046W,0.481445829,0.000122402,0.140749531,0.227827244,-0.148940033,0.210411621,-0.585654555,0.05758636,-1.145466124,0.0000053,0.307424542,0.259111077,0.138819508,0.490371082,0.256316543,0.016779741,-3.057832894,2.73E-08,-0.127188511,0.535651776,0.363547668,0.152755683,-0.144276589,0.660471644,0.249532439,0.312135629,0.031104689,0.888697603,-0.329462325,0.564402754
YGL018C,0.550728437,0.00000307,0.004916672,0.951030246,#N/A,#N/A,-0.488841272,0.236633714,-1.117495371,0.000127295,-0.12726881,0.674922047,0.149200774,0.602460044,0.380018534,0.000137847,-1.250793549,0.005299315,-0.24802753,0.220611761,0.353063263,0.112633185,0.170247331,0.632153503,0.183048035,0.603661062,-0.034290546,0.867339062,-0.231585859,0.69783822
YPL041C,0.330576707,0.004350295,-0.013327004,0.90661099,-0.150619027,0.103689255,-0.955599113,0.0000829,-0.69761933,0.001640378,0.0917799,0.761897485,0.190001316,0.158258074,0.222046618,0.019816369,-0.706717567,0.00133314,0.006914321,0.974418708,0.065599097,0.816934421,0.066878197,0.832828866,-0.366427539,0.207747462,-0.172885125,0.214154251,-0.007742315,0.985542157
YGR209C,0.482695002,0.000211286,0.15545032,0.447875666,-2.551783944,1.63E-13,0.26683834,0.567616961,-1.357848842,0.0000182,0.2546345,0.375157392,0.346809186,0.187720605,0.359377514,0.003090862,0.361001022,0.031641411,-0.237790773,0.247518507,0.229664645,0.438640782,-0.701785212,0.076745108,0.148777139,0.685225775,-0.003982042,0.98089294,0.203744944,0.708356202
YPR101W,0.590750463,0.005371031,0.197038809,0.099245102,#N/A,#N/A,-0.248842212,0.455880287,-1.712986341,0.000130349,0.506309749,0.215354268,0.392650194,0.208714493,0.5329005,0.003430769,-1.165737336,0.007154294,-0.135127847,0.667868257,0.718010842,0.097393987,0.472789854,0.448793966,0.420643226,0.481028768,-0.386733528,0.121595723,-0.105167296,0.907977664
YCR044C,0.34009781,0.048419871,-0.180036089,0.5142201,#N/A,#N/A,-2.449756651,0.000105162,-0.684068553,0.047371794,0.581321199,0.047881319,-0.761845119,0.009226216,0.233194828,0.062687691,-1.527163436,0.002696047,0.170592376,0.461552964,-0.222222614,0.578029728,-0.08063991,0.792548285,-0.863793454,0.050481002,0.329849991,0.043749897,0.019952908,0.976785175
YOR209C,-0.309093786,0.016325593,0.151393786,0.223411321,-0.353103353,0.030600048,-0.105329367,0.726506924,-1.259327309,0.000000516,0.494834721,0.024291278,-0.479373704,0.007355545,0.122311634,0.256510949,-0.77510601,0.00530538,-0.188471809,0.301171754,0.18895692,0.495984147,0.190022563,0.571231433,0.046038624,0.867194083,0.050891937,0.783153461,0.027961151,0.966831392
YPL121C,0.662778053,0.004350295,0.270889801,0.023832856,#N/A,#N/A,1.193022948,4.62E-08,-0.7230826,0.178134924,0.904687163,0.182969019,-4.862592511,9.48E-15,0.329221469,0.220140198,-2.091006165,0.001165399,-0.614006992,0.12754832,0.738630847,0.360480677,-2.027974161,0.002259729,#N/A,#N/A,-0.088353184,0.715036982,-0.455231709,0.663515484
YFL016C,-0.22471543,0.04046017,-0.009665682,0.925366219,0.316936347,0.00000198,0.386591953,0.118698584,-0.500445692,0.016784051,0.199382829,0.415443928,0.268444883,0.040878969,-0.107160539,0.189755812,0.305332399,0.012676801,0.236528902,0.127115278,-0.300406758,0.090392552,-0.144103334,0.467855525,-0.272089963,0.243284637,-0.06101298,0.576995399,0.616037848,0.03093708
YOL110W,-0.702463311,0.001041715,0.154906363,0.342043013,-0.341014378,0.000641288,-1.357035755,0.005176132,-0.286142171,0.32022987,0.27278395,0.360007233,0.473753039,0.00084495,0.072388727,0.562977529,-0.417580433,0.019859951,-0.295979662,0.108852482,0.040437285,0.903801142,-0.031175908,0.930406082,0.352163983,0.289177614,0.161118295,0.150444999,-0.159927177,0.848054753
YFR042W,0.351789367,0.004767236,-0.234159117,0.014056632,-0.098357785,0.405015275,-1.525941692,2.98E-10,-1.505425827,0.000000441,-0.056907234,0.867309349,0.502285998,0.0000579,-0.099962909,0.541946533,-0.945001443,0.002032939,-0.262597298,0.158010673,0.016430069,0.958980647,-0.032562766,0.925915781,-0.561123059,0.266453463,0.15600465,0.285876115,-0.226974641,0.757342728
YIL034C,0.283743395,0.02236595,0.397639143,0.00026233,#N/A,#N/A,-0.035135871,0.918499415,-1.324847707,0.000000988,0.157278019,0.716723092,0.648565302,0.00000196,0.167146948,0.153554677,0.400442181,0.017524742,-0.323360521,0.132705297,-0.05901751,0.836665981,0.339596967,0.250179734,0.352155252,0.187018434,0.164310036,0.344932103,-0.747712959,0.205881447
YLL035W,0.402852874,0.00101745,-0.012532426,0.93471215,-0.290947978,0.031588356,-0.711972381,0.020376238,-0.280111524,0.325911458,0.347027205,0.208995072,0.663932098,0.000000117,-0.065053427,0.673971879,0.434464726,0.03812623,0.048011469,0.802130854,0.188874204,0.440424013,-0.31645171,0.316141897,0.553189289,0.100266635,0.224030093,0.241573404,-0.040194209,0.950553026
YKL087C,0.56008664,0.0000713,0.02966874,0.877469219,-1.096249502,0.000000346,0.025879974,0.94550177,-0.24897788,0.386789189,-0.158062246,0.682827127,1.032831334,1.7E-16,-0.200844395,0.161200086,-1.195308505,0.00066542,-0.184984536,0.448323013,-0.217200777,0.399803461,-0.834578282,0.045939973,-0.34673427,0.460763272,0.157157744,0.327692828,-0.122665284,0.804069832
YJR098C,0.408703856,0.028511483,-0.695841821,0.000260686,#N/A,#N/A,0.22923188,0.559072343,0.26153651,0.299023119,-0.302617357,0.543573629,1.068159792,0.0000126,-0.081236171,0.734873932,0.641081767,0.012657135,0.200023131,0.514073206,0.596367232,0.181493838,#N/A,#N/A,0.975016675,0.060385751,#N/A,#N/A,#N/A,#N/A
YNL204C,0.295427218,0.048419871,0.114411512,0.27216677,#N/A,#N/A,-0.170058575,0.543306778,-0.590052588,0.148948583,0.162794174,0.701877182,-0.435091865,0.094205085,0.116310399,0.516416936,-0.781832189,0.017410137,-0.103732291,0.667133405,-0.019547175,0.958980647,-0.243563959,0.509044635,0.008247843,0.984142825,0.170422268,0.265597487,-0.056873508,0.93632674
YNL215W,-0.479135483,0.008056346,0.083296217,0.604423407,#N/A,#N/A,-0.200777807,0.581061529,-0.742338593,0.007810345,0.273153425,0.451057722,-0.370439945,0.080351105,0.055838137,0.641045859,-0.668270447,0.011986805,0.039894763,0.834277557,-0.039795401,0.92969896,-0.440209535,0.162496342,0.063204702,0.868616216,0.009627063,0.991393136,0.198829439,0.797899218
YNL080C,-0.441480905,0.001587379,-0.135552053,0.287462325,-1.032038718,0.000131455,-1.292618292,0.000336915,-0.849365138,0.000386197,0.178727945,0.603687624,-0.114673835,0.60695269,0.186671119,0.076060135,0.464750029,0.000737212,0.047260809,0.838925319,0.14795345,0.519624091,0.154009262,0.562602193,-0.135950473,0.655063203,0.141895467,0.227357068,-0.540194209,0.321688437
YKR004C,-0.270326055,0.022379135,-0.038744922,0.734618995,-0.477090886,0.000747486,-0.843600474,0.001194643,-1.145056389,0.000000741,0.111207035,0.66788506,-0.101990342,0.512017681,0.171396147,0.064725126,-1.27904415,8.59E-09,0.095620205,0.570720567,-0.014690178,0.958980647,-0.015466359,0.943557596,0.283802757,0.229702339,-0.220788585,0.059356949,-0.199750749,0.689765851
YMR322C,0.467307254,0.0000378,0.160749054,0.071813195,0.325274715,0.000373394,-0.109644454,0.634769871,-0.851864876,0.000036,0.322131255,0.119185644,-0.072922615,0.626310218,0.086261009,0.322102826,0.391117648,0.001250737,0.015415713,0.9315041,0.183238554,0.38604139,0.182088366,0.444779127,-0.160065531,0.580278127,0.158239163,0.126615017,0.118623425,0.776055122
YOR025W,-0.317158582,0.044415199,-0.211289246,0.064655529,#N/A,#N/A,0.328847246,0.205836201,-0.653548387,0.046629768,0.103351169,0.780979687,-0.069163267,0.7685561,-0.118710909,0.353670708,-0.509752553,0.015719791,-0.240395797,0.192390723,-0.50062386,0.080382093,0.106895511,0.745277406,-0.240990769,0.491185059,0.038314745,0.8384138,0.087975667,0.870724226
YNL100W,0.335174576,0.010365593,0.032728457,0.844643793,-1.354981611,2.45E-21,-2.449668389,0.0000024,-0.606407015,0.020757662,0.269496765,0.42216037,0.055796357,0.78456481,-0.052945501,0.672224162,-1.148355315,0.00000125,-0.353735391,0.065363909,-0.218268996,0.375258123,-0.272081053,0.277805359,-0.285871418,0.416848934,0.224123147,0.072327402,0.085657257,0.862742937
YFR038W,-1.1815644,0.000000399,-0.455996031,0.005923898,-2.187645397,1.48E-15,-0.957739223,0.04117176,-0.997401564,0.001884733,-0.525555478,0.145601023,0.056736849,0.832283698,-0.280412187,0.062949197,-0.987474127,0.004613528,-0.030018938,0.908954589,0.053489558,0.922320147,-0.317981665,0.373901181,-0.062967665,0.900617132,-0.049537006,0.824294568,-0.11750373,0.879059109
YPR190C,-0.839739221,0.00000339,-0.078870864,0.702894139,-1.630904996,2.15E-08,-0.849711307,0.087138463,-1.926001366,1.03E-10,-0.291817227,0.397248558,0.06191662,0.756304982,-0.182692546,0.167932068,-1.454361269,0.000184336,-0.373404525,0.093190725,-0.027700802,0.946422479,-0.427722426,0.151422557,-0.546318162,0.164621363,0.207950879,0.145129491,-1.823714506,0.055571463
YIR010W,-0.459794358,0.004237945,-0.179425556,0.252367199,#N/A,#N/A,-0.541516785,0.247695941,-0.73463992,0.032973354,0.295988376,0.389443274,0.092699804,0.806878916,-0.212692076,0.141341951,-1.267347633,0.064049599,-0.04345719,0.810727922,0.382124432,0.462368676,-0.395200714,0.425874534,-0.249014515,0.467885919,-0.025228825,0.919613096,0.03310204,0.963632073
YGR220C,0.254333439,0.031169841,0.359447888,0.00000959,0.070974022,0.569803761,-0.195682214,0.461911838,-0.531753885,0.013027437,0.082712563,0.788653085,0.13224198,0.418256833,-0.0178235,0.880096295,0.414548738,0.000467079,-0.255281005,0.130318812,0.137531064,0.53105125,0.299793982,0.270410542,0.071435851,0.78284945,-0.117943522,0.362917558,-0.140279397,0.732866724
YDR070C,0.328594097,0.006951003,-0.923281909,0.0000918,-0.272460901,0.027308277,-1.881990201,0.046807671,-0.581798004,0.011786611,0.394706221,0.081618184,0.152017845,0.36980178,0.105767174,0.346356823,0.464282241,0.000107803,-0.254723783,0.172665655,-0.197037093,0.35319544,0.20538368,0.297884916,0.412662051,0.056593187,0.031996084,0.884215743,-0.14101114,0.842342267
YMR194C-B,0.735217165,0.0000042,0.079079117,0.623570142,0.169703954,0.254156372,-1.95084342,0.000288658,-0.97951883,0.007879323,0.524584554,0.127390705,0.214711289,0.460369226,0.004936406,0.951892442,-4.872387105,5.42E-15,-0.183906534,0.473791503,0.295745723,0.654643128,-0.382453536,0.30685079,-0.126954573,0.874046178,-0.17137845,0.245651486,-0.097932818,0.901741369
YGR129W,0.342907574,0.020191848,0.220281741,0.060189444,0.167434329,0.107509102,0.390757481,0.416880129,-1.020606567,0.000315991,0.159471471,0.69750817,0.33945196,0.045140973,0.163319945,0.194180178,0.599404534,0.003833262,-0.054106882,0.787395306,-0.183371605,0.526410519,0.429590566,0.209123196,0.037741492,0.928750315,0.263634901,0.057762368,0.229859923,0.750765082
