UID,BC187_YPD_Avg_log2_Fitness_Score,BC187_FDR,BY4743_YPD_Avg_log2_Fitness_Score,BY4743_FDR,DBVPG1373_YPD_Avg_log2_Fitness_Score,DBVPG1373_FDR,NCYC3290_YPD_Avg_log2_Fitness_Score,NCYC3290_FDR,Y12_YPD_Avg_log2_Fitness_Score,Y12_FDR,Y2209_YPD_Avg_log2_Fitness_Score,Y2209_FDR,Y389_YPD_Avg_log2_Fitness_Score,Y389_FDR,Y7568_YPD_Avg_log2_Fitness_Score,Y7568_FDR,YJM1273_YPD_Avg_log2_Fitness_Score,YJM1273_FDR,YJM1389_YPD_Avg_log2_Fitness_Score,YJM1389_FDR,YJM1592_YPD_Avg_log2_Fitness_Score,YJM1592_FDR,YJM978_YPD_Avg_log2_Fitness_Score,YJM978_FDR,YPS128_YPD_Avg_log2_Fitness_Score,YPS128_FDR,YPS163_YPD_Avg_log2_Fitness_Score,YPS163_FDR,YPS606_YPD_Avg_log2_Fitness_Score,YPS606_FDR
YLR248W,0.121844664,0.589700369,-0.318183546,0.02873703,-0.960879219,0.000272383,-1.367972283,0.004312082,-3.865272312,3.31E-09,-0.272794636,0.586250858,-1.161137695,0.0000145,-0.285957769,0.076748489,-1.171977872,0.00826909,-2.005511513,3.45E-09,-0.42935941,0.329716743,-2.282612937,0.000000881,-3.144128023,0.000000424,-0.751202713,0.000165292,-2.655671427,0.001310627
YJL080C,0.103438334,0.569847764,-0.750228487,0.00000118,#N/A,#N/A,-2.694566426,0.000000681,-3.671276594,1.75E-22,0.267081326,0.514146722,-0.031654376,0.910574362,-0.961354243,6.92E-13,-0.495855964,0.055029742,-1.233368607,0.000000577,-0.382050831,0.195030343,-0.949059787,0.001733745,-1.296229363,0.000528045,-0.561432099,0.000328166,-2.40264059,0.000772059
YGL146C,0.060068046,0.691125512,0.352108501,0.000135009,-0.245376628,0.012088879,-1.082683478,0.0000458,-0.346360811,0.162912941,-0.05131017,0.865991995,0.242816105,0.102701997,0.354338495,0.000156005,-0.460613592,0.034068882,-0.134673561,0.477709808,-0.271692707,0.259461753,0.543658446,0.002473955,-0.703406506,0.025887301,-0.802943896,0.000000133,-1.877976734,0.001299289
YOR198C,-0.101255412,0.596991392,-0.256964093,0.062700925,-2.043087118,3.73E-09,-1.782250782,1.35E-08,-1.248494226,0.00000523,-0.392862091,0.235392327,0.325102378,0.037897033,-0.480781791,0.000086,-0.954237922,0.0000031,-1.359448683,4.19E-10,-0.694586053,0.000448395,-0.769389411,0.004392142,-0.859545128,0.014927775,-0.604940684,0.0000035,#N/A,#N/A
YER123W,0.020034071,0.906217007,-1.313830794,7.16E-20,-2.178762515,1.8E-28,-3.693307908,4.13E-11,-3.172277053,4.37E-26,-0.223322031,0.402723876,-1.866952686,6.19E-21,-0.446178045,0.000000431,-1.922303528,2.16E-19,-1.748146339,2.11E-20,0.035331403,0.909215284,0.016954596,0.947617784,-1.080013304,0.0000579,-1.957887037,1.15E-22,-1.515739409,0.001326991
YPL057C,-0.146036847,0.244776658,0.235989813,0.011313149,0.208014315,0.020233803,-1.21243856,0.00000476,-1.221662626,0.000000044,-0.773059125,0.0000519,0.164081382,0.190910408,-0.540784818,3.12E-09,-1.76752542,4.67E-17,-1.897159029,2.81E-26,-0.248700177,0.280495606,-0.263215349,0.342110201,-1.910638222,1.53E-11,-1.713250006,1.29E-24,-2.043310186,0.00000119
YPR052C,-0.028371441,0.890450543,-0.721012296,6.09E-10,-2.202927476,1.22E-15,-3.705580701,4.86E-17,-1.239736375,0.0000154,-0.662150526,0.00622974,-1.352766214,6.19E-10,0.050437704,0.724728349,-1.6829564,7.97E-15,-0.707236269,0.000876427,0.0600989,0.854138031,-0.572566825,0.067734037,-0.890785505,0.031522769,-1.094535887,1.8E-11,-1.189492005,0.001215122
YCR012W,0.032092688,0.836486595,-0.398623489,0.00000756,-1.40062374,1.88E-09,-2.011289725,6.22E-11,-2.032139944,6.69E-09,-0.462968984,0.076670455,-0.81694114,0.00034913,-0.112571821,0.385457418,-1.953096025,0.001313167,-1.338982687,4.3E-11,-0.341405578,0.334590755,-0.505723639,0.122031961,-1.682724153,0.001107724,-1.477074225,1.16E-15,-2.15139042,0.001840537
YLR220W,-0.136457029,0.308066426,-0.722680435,1.6E-14,-0.998655236,9.63E-16,-1.230524653,0.003141617,-1.476249604,6.34E-10,-0.395173427,0.077168156,-0.584260946,0.000197566,-0.117725658,0.278807812,-1.012551612,1.38E-08,-0.785386023,0.00000554,-0.049800812,0.868429803,0.060091645,0.821516487,-1.447112361,0.000000146,-1.194636851,6.6E-18,-1.225169014,0.005714706
YDR333C,-0.121177502,0.40463362,0.003068837,0.993711455,-0.57608655,0.0000241,-1.933080631,0.000078,-1.9014883,4.68E-12,-0.334044044,0.283613203,-0.458914734,0.007438571,-0.211643926,0.089380664,-0.640557644,0.000467079,-1.081400719,2.93E-08,-0.306100067,0.2737992,0.144662002,0.674316632,-1.266666013,0.003974627,-0.798739812,0.00000377,-1.010443703,0.168212796
YHR006W,-0.090639764,0.620338277,-0.301477782,0.001053214,-1.084592978,0.000000589,-0.902358241,0.031832708,-2.130377694,6.82E-15,0.176061583,0.577840416,-0.397473359,0.015942618,-0.042670513,0.71842917,-0.744020534,0.000566594,-1.613354607,4.26E-16,0.018352538,0.977591289,0.220480166,0.430037991,-1.143407906,0.006026486,-0.396915405,0.009599089,-2.297480796,0.025454531
YEL040W,-0.098118355,0.50854636,0.361776822,0.000385446,-0.901608196,1.48E-10,-1.325675599,0.009021592,-1.525765697,3.68E-09,0.594441026,0.025128044,-0.212425076,0.29299023,-0.033499557,0.74134257,-0.553574424,0.002201196,-0.852385712,0.00000261,-0.236424655,0.368946086,0.2066984,0.660852315,-1.858488104,7.64E-12,-0.931482814,1.93E-08,-1.379230162,0.052169851
YML025C,-0.273222994,0.117922343,0.149870027,0.140257016,#N/A,#N/A,-2.532974817,2.97E-12,-3.278951611,1.51E-12,-0.046052181,0.900964174,-0.206017743,0.361200428,-0.101222992,0.463775434,-2.367206875,1.02E-12,-1.809712565,1.01E-13,-0.296293171,0.35067248,-0.211349769,0.489243875,-2.917111613,8.35E-08,-1.513003832,4.16E-16,-1.484678553,0.002635222
YJL177W,-0.188238791,0.143537665,-0.143324656,0.226318092,-2.030323874,0.0000154,-1.473582635,0.000000054,-2.668891847,2.15E-17,0.198299412,0.464265407,-0.042296803,0.847004868,-0.020507634,0.875769574,-0.823826997,0.000948335,-1.348387279,1.55E-10,-0.234377483,0.486839147,-0.00409554,0.988493217,-1.152443604,0.002571611,-0.905684774,5.06E-11,-1.808911275,0.017708765
YBL024W,-0.005679765,0.972480673,-0.121150163,0.251297765,#N/A,#N/A,-1.196891254,0.000209806,-2.821796363,4.06E-23,-0.262121253,0.305057837,0.002558261,0.990468707,-0.055110698,0.610012983,-0.554657046,0.007154294,-1.728033314,3.34E-20,-0.327622232,0.188745044,-0.419861246,0.17106548,-1.058248425,0.00056187,-0.94757075,1.72E-08,-1.94387167,0.003549227
YPL081W,0.202251106,0.163673421,0.383041408,0.000320991,-0.884522382,5.61E-11,-1.414394741,0.010880646,-1.718546056,0.0000118,-0.164406378,0.670105023,0.220387297,0.390062098,-0.121137835,0.401347665,-0.673171614,0.001197018,-1.605943802,4E-12,-0.346645658,0.394415301,0.180901798,0.551117107,-0.89129458,0.030247758,-0.993363364,0.000000257,-2.408677006,0.013278263
YLR048W,0.007870397,0.960077584,-0.046699863,0.697471618,#N/A,#N/A,-3.230045232,8.11E-14,-3.513268344,9.38E-11,0.708490243,0.068327778,0.267137169,0.256460985,-0.219714087,0.125285035,-1.264604443,0.005107815,-1.206785619,0.000000735,-0.464958958,0.254801524,-0.221544265,0.427648558,-2.239489005,0.000333883,-0.647961706,0.0000113,-1.201158257,0.107489842
YFR013W,0.046865775,0.74666257,0.156389106,0.187319683,#N/A,#N/A,-1.628080452,0.00000035,-1.688863929,9.18E-10,-0.033063418,0.916191346,-0.786536105,0.0000907,-0.315272035,0.002659642,-0.054657421,0.887109837,-1.586427006,5.99E-15,-0.206187839,0.422695413,-0.332497341,0.278275145,-0.840212014,0.017105888,-1.225083795,0.00000141,-1.982270045,0.002123745
YMR106C,0.039689987,0.836486595,0.316162988,0.004197846,-1.115295406,0.000000119,-1.407924603,0.000577152,-2.543703736,4.92E-19,0.155871991,0.680820249,-0.772583495,0.001609832,-0.030903131,0.819581432,0.083150995,0.694167961,-1.44854538,5.32E-12,-0.185012706,0.563807011,0.417007951,0.350247015,-0.836833384,0.019709234,-0.453446448,0.00342813,-1.27189447,0.045401718
YMR089C,-0.214975141,0.164786559,0.028501654,0.877950125,-0.047269603,0.738544721,-1.639510909,0.000903816,-1.18727184,0.00025544,-0.167510214,0.641727796,0.34616533,0.047030329,-0.041018963,0.796533181,-0.277026465,0.474272205,-0.650436676,0.005464764,0.07103771,0.855452442,-0.09708635,0.779187652,-0.931619462,0.035123945,0.388564651,0.024973646,-1.220142182,0.211926698
YNL073W,0.344806202,0.112395762,-0.426684432,0.033837302,-0.818133693,0.000000123,-4.848160501,0.0000243,-2.093555377,1.23E-08,-0.071133176,0.88107069,0.464931374,0.021636171,-0.200006243,0.214265383,-0.243629756,0.354792165,-0.539564453,0.039873838,-0.108081388,0.818828385,0.100321461,0.849010214,-1.21142379,0.031415792,#N/A,#N/A,-1.908677006,0.034207853
YNL295W,-0.320018964,0.080397541,0.213932396,0.073784213,-0.515888037,0.00000905,-1.503192019,0.00000655,-1.423398539,0.000000373,0.632426668,0.036848459,0.628494677,0.0000182,0.038101469,0.755033802,-0.52895496,0.034440901,-0.238403027,0.200750974,-0.053276767,0.860547156,-0.550676462,0.078285911,-1.067031968,0.027645169,#N/A,#N/A,#N/A,#N/A
YGR202C,0.176474082,0.423196881,-0.046039509,0.76003565,0.806291401,3.63E-11,0.753260257,0.000943959,0.812979765,0.0000842,0.027606502,0.958614797,-0.196238212,0.485320379,0.247510014,0.140993283,0.973300341,0.000121397,0.319090928,0.171247412,0.50542818,0.069986123,-0.256572872,0.598042861,1.250971508,0.001790303,0.864281236,2.53E-09,1.088499712,0.000143079
YLR367W,0.27580718,0.252385583,0.488553175,0.00000844,-1.371606472,4.16E-20,-2.340921158,0.00000033,-1.237375033,0.005805165,0.095297449,0.879499108,0.159893113,0.669525332,0.13184178,0.423620447,-0.52748445,0.026986188,-0.206925325,0.411032316,-0.006323466,0.990022034,0.256233075,0.506032856,-2.24803973,0.000321656,-0.582116092,0.000328166,-2.977428768,0.003134214
YPL156C,0.229769031,0.05050533,0.094627012,0.371687421,0.206603592,0.008255283,0.116719753,0.66425252,-0.643856476,0.002642197,-0.569254897,0.000706743,-0.223792418,0.095934996,0.027408121,0.783729418,0.195425184,0.31072424,-0.298554937,0.059421441,0.332157266,0.056806157,0.000153972,0.998038802,-0.67834649,0.001023415,0.247994507,0.007934106,-5.505511414,0.000000266
YPR001W,-0.406207002,0.066258765,-0.191652785,0.056112327,4.799889932,0,5.21023679,2.5E-87,4.397029959,2.27E-92,1.35276532,0.00000014,-0.557803934,0.037499491,0.553818553,0.0000865,2.802783087,1.04E-58,2.791838738,3.19E-69,2.725281658,9.67E-41,0.754569383,0.049522459,3.602200115,4.07E-54,3.613223785,7.65E-174,3.875963122,1.31E-37
YKL119C,-0.040335084,0.724399518,0.036868743,0.72746591,-0.202825393,0.069004447,-0.900304386,0.000207306,-1.886919955,5.89E-16,-0.564103975,0.000800554,-0.530456926,0.0000932,0.223376755,0.010796171,-0.491845832,0.001864269,-0.905531057,1.81E-08,-1.290592291,4.67E-15,-0.087998056,0.699761254,-0.733264859,0.001638059,-0.758499945,1.89E-11,-0.959674,0.001889464
YDR176W,0.026951399,0.843889733,-1.030246978,1.21E-15,-1.684202447,5.3E-25,-2.329583085,0.000438425,-2.29276956,1.16E-24,0.082644334,0.749431165,-0.517110061,0.0000109,-0.311351404,0.033259294,-1.01245654,5.41E-11,-1.657814414,8.59E-23,-1.157141992,1.26E-10,0.011949486,0.965473978,-2.81397222,0.000000122,-0.995019867,3.44E-20,-1.108224984,0.018011974
YDL136W,-0.264993242,0.057974057,0.51787024,0.0000298,3.295855795,1.25E-297,3.343342106,1.14E-48,5.009069829,1.1E-120,0.453135197,0.040218632,-0.320949974,0.042731897,0.500256328,1.03E-10,2.2299614,4.26E-84,4.621967179,9.6E-134,0.35961745,0.050405139,0.09244345,0.774997484,2.320759016,5.71E-41,0.986997952,1.76E-22,2.970936546,6.26E-35
YPR028W,-0.090508096,0.473127766,0.124348928,0.196900256,-1.920734193,1.66E-27,-2.613606392,1.46E-16,-1.851791468,2.34E-14,0.074621096,0.868597847,0.358019643,0.032143998,0.289337448,0.004116755,-2.435677045,2.12E-14,-1.111928252,0.000000474,-0.490073594,0.038815471,0.274199883,0.270410542,-2.507943729,3.62E-11,-1.38253801,5.35E-18,-2.184947518,0.005698021
YKL148C,-0.11114968,0.498038353,0.197686442,0.04817156,0.022963747,0.914775417,0.667720095,0.025676386,0.645471669,0.00050147,0.574620546,0.031071528,0.372173052,0.003095454,-0.239186564,0.016842263,-0.475449363,0.029061916,1.248386432,1.08E-16,0.887643306,0.0000258,-0.479355976,0.131346322,0.939990182,0.000000822,-2.219272046,6.35E-14,#N/A,#N/A
YMR290C,-0.10956013,0.360609478,-0.154573647,0.093821697,-0.878991138,3.48E-10,-1.461830457,7.68E-08,-2.144134877,2.98E-18,-0.027194217,0.92881353,-0.272546125,0.065668572,-0.217554774,0.019803107,-1.985247781,5.72E-10,-1.651766099,2.28E-17,-0.838709866,0.0000125,-0.118077079,0.643203015,-0.634492865,0.01002908,-0.387199829,0.002853497,-1.346682648,0.005099713
YNL154C,-0.241532428,0.1535423,-2.788774073,0.000000356,-3.462567747,4.88E-11,#N/A,#N/A,-5.048614213,2.48E-14,-0.145861352,0.758151413,-0.232752437,0.347659339,-0.566318346,0.0000505,-3.063653034,8.92E-13,-5.792855239,3.52E-33,-1.305131652,0.000547259,-0.55178474,0.194993783,-1.904066619,0.005123002,-3.921088393,7.1E-21,-4.552703111,0.0000339
YMR235C,-0.223617965,0.192198904,-0.032853614,0.796522907,-1.315789709,0.00000123,-1.438581846,0.0000759,-2.552796752,7.59E-15,0.227023246,0.422392945,-0.229956043,0.164602744,-0.292057127,0.017907321,-0.814281953,0.001445302,-0.60486,0.000920046,-0.838791632,0.005053333,-0.451890843,0.093127355,-1.378426058,0.000824842,-0.555559772,0.000199253,-2.498963129,0.002699909
YFR001W,-0.124752293,0.36468823,0.150651383,0.105094387,4.769472838,0,5.651871433,9.86E-101,4.406191519,2.25E-96,0.941852974,0.00000489,-0.180249335,0.287837513,0.61870072,3.87E-14,3.993982432,1.23E-220,2.929539144,6.98E-81,2.407264897,5.5E-72,-0.334207919,0.317052205,3.335844228,2.13E-78,2.554447196,2.04E-93,2.820341544,2.57E-31
YPL001W,-0.124533693,0.464399639,-0.278197101,0.00603802,5.05699967,0,5.412919113,6.35E-61,3.281810454,2.1E-61,1.1484288,0.000000777,-0.118643464,0.542371692,0.405516953,0.0000506,3.159561854,2.71E-155,2.782366411,5.45E-76,2.366614258,6.18E-60,0.057822222,0.883761889,2.977928046,2.63E-55,3.14528022,7.98E-69,3.632625132,2.37E-47
YER117W,-0.244134586,0.064613264,-0.401021431,0.000008,-1.383842653,9.02E-17,-2.771280716,4.17E-13,-2.641096668,7.12E-22,-0.352938556,0.130284958,-0.653447215,0.0000172,-0.170697963,0.103430638,-1.622090628,0.000000395,-1.650892321,2.56E-18,-0.626736199,0.002556604,-0.038107909,0.860012751,-2.029750747,8.3E-09,-0.993079441,1.92E-12,-1.212518295,0.005918468
YGL103W,0.085338984,0.482882954,0.312966953,0.000100219,-1.037737295,3.36E-21,-2.905624543,1.71E-13,-3.307349389,2.87E-34,0.044170849,0.873342921,0.275482323,0.026235922,0.07131982,0.459117741,-1.05533939,7.99E-14,-1.786788092,1.03E-21,-0.655133465,0.000392806,0.010666305,0.97561744,-0.738588027,0.005373341,-1.173498121,8.03E-16,-1.116195756,0.010066237
YBR191W,0.071881141,0.686860188,-0.132784534,0.346117807,#N/A,#N/A,-2.738086381,0.000000171,-3.437171707,4.25E-16,0.47300642,0.137285401,-0.351709754,0.076025848,-0.004270977,0.987009499,-1.447043602,0.00000531,-2.181540924,1.1E-21,-0.829735386,0.004781958,-0.299867243,0.40690403,-1.516220931,0.000299661,-1.354159551,6.67E-09,-1.239384287,0.005343267
YBL093C,0.110390804,0.418493284,0.212775162,0.020845683,-3.23016087,1.05E-21,-2.949062977,3.22E-27,-3.522629718,5.08E-25,-0.416835385,0.051856591,-0.294240655,0.095414609,-0.000742309,0.988442808,-1.947180706,0.000000277,-2.498862303,1.42E-26,-1.183930346,0.00000288,0.223298369,0.254202274,-1.925439409,0.000000184,-0.933141533,0.00000051,#N/A,#N/A
YOL127W,-0.12891972,0.547432349,-0.574203969,1.59E-10,-2.938496678,4.06E-24,-3.325720435,4.12E-22,-4.904490979,3.71E-17,-0.251757198,0.48367779,-0.257512914,0.296379484,0.23779804,0.143330049,-1.477960205,0.000813542,-2.307745123,7.34E-15,-0.641527155,0.039654722,-0.096429651,0.768579133,-5.339389973,0.000000242,-1.301249322,2.65E-13,-1.866232558,0.004794494
YOR292C,-0.248019861,0.171476992,0.114766218,0.397421448,-1.103141161,5.63E-19,-2.21523934,1.83E-09,-4.160503475,5.92E-16,0.282528818,0.465608611,0.0370541,0.905275055,0.04224546,0.793143619,-1.511664238,0.000000185,-1.23897649,0.00000465,-0.731695025,0.034238534,-0.124176676,0.701010522,-1.533925461,0.002250042,-0.950030043,0.0000014,-1.625841425,0.001095881
YBL071W-A,-0.126671412,0.485403768,0.047003675,0.673568831,-1.076327224,0.00000441,-1.626854191,5.03E-08,-2.415370259,9.2E-11,-0.063431197,0.849373466,-0.422573046,0.048716985,0.236711941,0.020004925,-0.468057954,0.119080936,-0.851705274,0.0000091,-0.801894018,0.002204019,0.467312421,0.22167475,-0.915702629,0.024819528,-0.738759143,0.00000484,-6.005511414,4.49E-11
YDR099W,-0.124058654,0.419322806,-0.285016669,0.002855355,-0.493682991,0.004527766,-0.651434646,0.013113805,-1.112751313,0.00000149,-0.084314602,0.831312298,0.523688656,0.000419741,-0.779807333,1.21E-10,-1.806029991,1.53E-08,0.001090681,0.998463337,-0.827324007,0.000730027,-0.773234349,0.071318309,-1.344122464,0.002729377,-0.46658468,0.000573968,-1.998963129,0.000728431
YPR125W,-0.024025629,0.929266108,1.221281127,6.67E-11,#N/A,#N/A,#N/A,#N/A,5.258002035,1.06E-109,0.996459253,0.011974171,-2.067104188,0.000000275,-1.531396178,1.8E-12,3.887390765,1.54E-180,3.08524417,2.22E-78,3.409834685,7.57E-92,0.316586541,0.694792236,5.079209972,4.27E-123,#N/A,#N/A,6.240313351,5.04E-110
YMR098C,-0.157841259,0.377570444,-2.230387299,0.00000517,3.771326681,0.0000215,3.895036187,0.000376941,#N/A,#N/A,0.469178104,0.153343357,0.66270863,0.426206305,1.270594211,6.43E-12,2.573943643,0.326358958,5.756732184,2.08E-95,1.912521624,0.053075813,-3.538344411,0.047940511,#N/A,#N/A,2.899625887,0.000332066,7.026697995,8.99E-110
YOR319W,-0.028716282,0.833185279,0.133490696,0.165064361,-1.403238807,9.37E-18,-0.93450675,0.000293068,-1.79824328,9.82E-10,-0.036242397,0.916191346,0.137464398,0.351487097,0.283416818,0.002756919,-1.428598722,0.000000445,-1.139802005,1.63E-09,-0.385714062,0.165418134,-0.607872818,0.035969188,-0.596266918,0.050294496,-0.73102732,6.24E-10,-1.549502048,0.000247897
YGR093W,0.08765973,0.604588704,-0.281285826,0.050336306,-1.040772302,1.51E-10,-2.341368929,0.000000141,-1.429918103,0.0000029,-0.182933279,0.630844473,0.202690561,0.276319342,-0.381741358,0.002762402,-0.257568953,0.235573145,-0.728273019,0.000618385,0.183990879,0.671225115,-0.94472744,0.021307743,-0.469195249,0.279866566,-0.533728514,0.011113173,-5.159572562,0.00000488
YBL028C,0.13943043,0.284338514,0.024728285,0.851013477,-1.309290083,5.18E-22,-2.132239599,1.91E-12,-1.869956316,2.7E-10,-0.220370138,0.494549827,-0.167307859,0.488520221,0.264046985,0.009936939,-0.757008639,0.000345756,-0.972824099,0.000000126,-0.411547176,0.112276322,0.119648543,0.684649805,-0.335083784,0.438611132,-0.935344843,0.00000116,-2.277159803,0.003411628
YLR222C,-0.175187114,0.291516913,-0.04772068,0.755388997,-0.460587703,0.00000821,-1.896883296,0.000000115,-1.487458377,0.00000177,-0.273736924,0.486778776,0.262158195,0.150332488,-0.373376339,0.008839831,-0.618155455,0.032881326,-2.163978632,2.36E-16,-0.340787293,0.276592342,0.043595829,0.903204864,-0.970804545,0.059566163,-0.693165594,0.005092884,-1.958444843,0.022590441
YLR212C,0.120319453,0.294060787,0.065418502,0.511664782,-1.880154766,5.18E-15,-0.212911197,0.338548908,-1.071749185,0.000000634,0.254175752,0.215989094,-0.282541189,0.017228552,0.10240756,0.199715887,-0.695312277,0.00000057,-0.765543283,0.00000306,-0.107563381,0.65351277,-0.06296637,0.79156671,-0.444245124,0.056264794,-0.322101727,0.002891286,-0.955231709,0.050257268
YDR402C,0.025663928,0.896167807,0.186818894,0.179033376,#N/A,#N/A,-0.658681996,0.085335036,-0.614858977,0.060984902,0.16582737,0.713816345,-0.335031676,0.196883779,0.084476713,0.591075239,-1.449066686,0.00023003,-0.600398133,0.024262507,-0.007348074,0.960887375,-0.177895857,0.645856538,0.004648944,0.990481252,0.400867364,0.006369589,-2.428997999,0.009590416
YBR286W,-0.074370641,0.647013221,-0.267071806,0.025523859,0.103213984,0.498407337,-1.221811625,0.000218454,-1.048661205,0.000182946,0.150770425,0.673935116,-0.129513169,0.605650683,-0.064137672,0.592848081,-1.349550197,0.000220024,-0.637281126,0.000521577,-0.127000204,0.708957582,-0.32652749,0.180767458,-0.20830408,0.586964021,-2.574941833,1.21E-20,-1.717012687,0.011615833
YAR018C,-0.003542726,0.975741843,-0.205457239,0.045992499,-1.285392391,7.33E-12,-1.695557559,3.86E-09,-2.067574214,1.92E-13,0.245008871,0.34097819,0.078400333,0.637143079,0.139954304,0.197528166,-1.369806418,4.98E-12,-1.326456075,1.84E-12,-0.223065939,0.303645652,0.024010466,0.953345999,-0.189919732,0.540755417,-2.803772088,1.76E-18,-2.427660931,0.000148652
YBR227C,0.031548137,0.837218831,0.240723921,0.008106597,-0.947697982,7.28E-13,-0.449357471,0.057785362,-1.368253021,0.000000011,0.030885642,0.923758895,0.377045911,0.002701659,0.282942852,0.002639274,-0.135836526,0.475033123,-1.002022061,5.14E-08,-0.186118329,0.40365479,0.084133013,0.803400923,0.039465987,0.902152146,-0.706337963,0.00013016,-1.781270057,0.002027551
YIL093C,0.218931522,0.064320632,0.196504395,0.038565467,-0.490681538,0.001730699,-0.598964254,0.012422303,-2.073686515,7.18E-18,0.395087913,0.115098439,-0.146985882,0.430051451,0.213694107,0.040093239,-0.442489146,0.063960829,-0.880827786,0.00000154,-0.040716307,0.904217918,0.007405134,0.973317896,-0.203219479,0.658420114,-0.38067212,0.005647649,-2.132406495,0.001348422
YNL207W,-0.053104135,0.828590707,0.146563171,0.434317701,-0.768090422,3.06E-10,-0.725926048,0.096579603,-1.510599029,0.000122483,0.144162156,0.796810092,-0.966956944,0.000245039,0.125637804,0.579271836,0.010015712,0.982346987,-0.52402329,0.037218184,-0.253106605,0.522401307,-0.14138292,0.753289547,-0.99071428,0.050481002,-0.84125866,0.000308734,-2.890414068,0.002531016
YHR175W-A,0.239536122,0.095641354,0.262743246,0.074018673,#N/A,#N/A,0.213249556,0.689907178,-0.593209029,0.055818959,0.010262727,0.977353118,0.183495161,0.46351926,0.046408325,0.734823312,-0.52802493,0.244686424,-0.65788607,0.000790173,0.09023017,0.859132985,0.090233081,0.738586001,-0.43153611,0.286213375,-0.959027104,0.0000044,-1.321908879,0.006188571
YHR064C,-0.206002207,0.218722641,-0.16754202,0.335977258,-0.521646374,0.00000496,0.252523494,0.568863035,-1.457065286,0.000263651,0.331406186,0.254277095,0.186135412,0.360431781,-0.077020855,0.509150191,-0.463221876,0.065209015,-0.609696084,0.000661836,-0.18494416,0.510816798,-0.233255599,0.611239154,-0.541414864,0.069080291,-0.655945808,0.001045659,-4.547379489,0.000048
YDR182W,-0.157038729,0.190369108,0.175732935,0.062700925,-0.306971771,0.092324896,-0.508947058,0.03758187,-1.085638991,0.00000126,0.12903162,0.661529908,0.845853161,8.87E-15,0.203794344,0.030281156,-0.678983712,0.000674973,-0.197217261,0.25813137,0.102017644,0.700117004,0.25183846,0.262908243,-0.018742128,0.973079548,0.516681683,0.000143052,-2.377976734,0.000751979
YJL193W,-0.111870185,0.673854313,0.109409046,0.552106433,#N/A,#N/A,-0.355974121,0.332308506,-0.415939679,0.264335529,0.185472007,0.653443616,-0.35505927,0.176861384,-0.300031345,0.030919952,#N/A,#N/A,0.063712602,0.762193431,-0.290740113,0.486839147,-0.45896222,0.34686183,-0.581376199,0.108788585,-5.406789613,1.83E-27,-3.827648627,0.0000144
YLR182W,-0.047629034,0.752772826,-0.138664093,0.172199885,-0.908734776,2.84E-14,-0.917530767,0.000186348,-0.291704672,0.214393817,-0.323728047,0.181881631,-0.300432938,0.080400357,-0.250423158,0.011066672,-0.566763446,0.013883716,-0.027686563,0.863985674,0.050189426,0.862593884,-0.566216089,0.078297225,-0.439525322,0.04857193,0.463295503,0.00000435,-3.08392563,0.0000715
YDL087C,0.181307848,0.538251103,0.26499686,0.00451211,#N/A,#N/A,-0.011356852,0.964919366,-0.333256909,0.460940469,0.10177804,0.891758661,-0.449323597,0.264715019,-0.189582305,0.485700094,#N/A,#N/A,-0.057890121,0.891494006,-0.183395223,0.720628607,0.229053627,0.743021554,#N/A,#N/A,#N/A,#N/A,1.082819781,0.025699534
YDR174W,0.276407692,0.134710616,0.19927071,0.158705225,-1.375998365,0.00000922,-0.105148281,0.763385718,0.822847346,0.0000904,0.003641555,0.991919895,0.471086176,0.003321785,0.142044344,0.218603901,-0.066330013,0.853477976,0.102423059,0.562331462,0.226469312,0.399339732,0.118965326,0.822461461,0.255146427,0.521421411,0.748658782,2.68E-10,-4.48561091,0.0000891
YJR135C,-0.109357078,0.368929905,0.267443164,0.003888347,-0.512016496,0.001145592,-0.359684815,0.141912831,-1.217484039,5.41E-08,0.43850731,0.018199634,-0.274288556,0.053957071,0.153074747,0.06811173,-0.146196849,0.31837819,-0.185770158,0.271708491,0.061778475,0.816190702,0.01692052,0.953910622,0.289964383,0.212444622,-0.279138272,0.009846144,-1.593651811,0.000119184
YBL087C,-0.079979406,0.637819206,-0.22587394,0.187578582,#N/A,#N/A,-2.412657697,0.0000318,-2.092321795,4.2E-09,-0.179553109,0.640347592,-0.091291735,0.709207353,-0.193710459,0.132856679,-1.057470921,0.00000565,-1.082210776,0.0000504,-1.226009115,0.000259093,-0.202623521,0.587445605,-0.8904402,0.05480308,-0.888953705,0.0000507,-1.54618053,0.022602334
YGR124W,-0.084871129,0.66104875,-0.019528594,0.954951508,-1.281052034,2.55E-09,-0.798598266,0.097032886,-2.373629171,1.58E-10,-0.188692109,0.562210642,-0.608969593,0.011378697,-0.179752827,0.20960941,-0.425245315,0.095193262,-1.448008316,4.17E-09,-0.700998039,0.024659637,-0.298174159,0.356197959,-0.789858318,0.068252961,-0.718258915,0.0000062,-2.509493937,0.000634493
YKL174C,0.16162842,0.236567993,-0.446586486,0.001825286,#N/A,#N/A,-6.002610731,5.08E-18,-0.64113717,0.005576048,0.188368679,0.568002302,0.306629395,0.029123618,-0.042641026,0.717210063,-0.113030957,0.611638694,-0.391187258,0.029320275,-0.430412755,0.050006472,-0.312342926,0.282934604,-0.333088581,0.270064653,#N/A,#N/A,-1.977428768,0.024811161
