ORF	clone identifier
YOR113W	YOR113W::10NP_G4
YOR115C	YOR115C::10NP_G5
YOR116C	YOR116C::10EP_B11
YOR117W	YOR117W::10EP_B12
YOR118W	YOR118W::10NP_G6
YOR119C	YOR119C::10EP_C1
YOR120W	YOR120W::46NP_F10
YOR122C	YOR122C::10EP_C2
YOR125C	YOR125C::10NP_G7
YOR126C	YOR126C::10NP_G8
YOR127W	YOR127W::46NP_F12
YOR128C	YOR128C::10NP_G9
YOR129C	YOR129C::10NP_G10
YOR130C	YOR130C::10NP_G11
YOR131C	YOR131C::10NP_G12
YOR132W	YOR132W::10NP_H1
YOR133W	YOR133W::10NP_H2
YOR134W	YOR134W::10NP_H3
YOR136W	YOR136W::10NP_H4
YOR137C	YOR137C::10NP_H5
YOR138C	YOR138C::10NP_H6
YOR140W	YOR140W::10NP_H7
YOR142W	YOR142W::10NP_H8
YOR143C	YOR143C::10EP_C3
YOR144C	YOR144C::10NP_H9
YOR145C	YOR145C::10EP_C4
YOR147W	YOR147W::10NP_H10
YOR148C	YOR148C::10EP_C5
YOR149C	YOR149C::10EP_C6
YOR150W	YOR150W::10NP_H11
YOR151C	YOR151C::10EP_C7
YOR152C	YOR152C::10NP_H12
YOR154W	YOR154W::46NP_G1
YOR155C	YOR155C::11NP_A2
YOR156C	YOR156C::11NP_A3
YOR157C	YOR157C::10EP_C8
YOR158W	YOR158W::11NP_A4
YOR159C	YOR159C::10EP_C9
YOR160W	YOR160W::10EP_C10
YOR161C	YOR161C::11NP_A5
YOR161C-C	YOR161C-C::45NP_E4
YOR163W	YOR163W::11NP_A6
YOR164C	YOR164C::11NP_A7
YOR165W	YOR165W::11NP_A8
YOR166C	YOR166C::11NP_A9
YOR167C	YOR167C::11NP_A10
YOR168W	YOR168W::10EP_C11
YOR171C	YOR171C::11NP_A11
YOR172W	YOR172W::11NP_A12
YOR173W	YOR173W::11NP_B1
YOR174W	YOR174W::10EP_C12
YOR176W	YOR176W::10EP_D1
YOR177C	YOR177C::11NP_B3
YOR178C	YOR178C::11NP_B4
YOR179C	YOR179C::11NP_B5
YOR180C	YOR180C::11NP_B6
YOR182C	YOR182C::11NP_B7
YOR183W	YOR183W::11NP_B8
YOR184W	YOR184W::11NP_B9
YOR185C	YOR185C::11NP_B10
YOR186W	YOR186W::46NP_G2
YOR187W	YOR187W::46NP_G3
YOR188W	YOR188W::11NP_B11
YOR189W	YOR189W::11NP_B12
YOR190W	YOR190W::11NP_C1
YOR192C	YOR192C::11NP_C3
YOR193W	YOR193W::36NP_B5
YOR194C	YOR194C::10EP_D3
YOR195W	YOR195W::36NP_B6
YOR196C	YOR196C::36NP_B7
YOR197W	YOR197W::36NP_B8
YOR198C	YOR198C::36NP_B9
YOR201C	YOR201C::46NP_G4
YOR202W	YOR202W::46NP_G5
YOR204W	YOR204W::10EP_D4
YOR205C	YOR205C::39NP_A9
YOR206W	YOR206W::10EP_D5
YOR208W	YOR208W::36NP_E1
YOR209C	YOR209C::36NP_B10
YOR210W	YOR210W::10EP_D7
YOR211C	YOR211C::36NP_B11
YOR212W	YOR212W::36NP_B12
YOR213C	YOR213C::36NP_C1
YOR214C	YOR214C::36NP_C2
YOR215C	YOR215C::36NP_C3
YOR216C	YOR216C::36NP_C4
YOR217W	YOR217W::10EP_D8
YOR219C	YOR219C::46NP_G6
YOR220W	YOR220W::36NP_C5
YOR221C	YOR221C::36NP_C6
YOR222W	YOR222W::46NP_G7
YOR223W	YOR223W::36NP_C7
YOR224C	YOR224C::10EP_D9
YOR226C	YOR226C::36NP_C8
YOR227W	YOR227W::46NP_G8
YOR228C	YOR228C::36NP_C9
YOR229W	YOR229W::36NP_C10
YOR230W	YOR230W::36NP_C11
YOR232W	YOR232W::10EP_D10
YOR233W	YOR233W::46NP_G9
YOR234C	YOR234C::46NP_G10
YOR236W	YOR236W::10EP_D11
YOR237W	YOR237W::36NP_D1
YOR239W	YOR239W::36NP_D2
YOR241W	YOR241W::40NP_H6
YOR242C	YOR242C::40NP_H7
YOR243C	YOR243C::40NP_H8
YOR244W	YOR244W::10EP_D12
YOR245C	YOR245C::40NP_H9
YOR246C	YOR246C::40NP_H10
YOR247W	YOR247W::40NP_H11
YOR249C	YOR249C::10EP_E1
YOR250C	YOR250C::10EP_E2
YOR251C	YOR251C::40NP_H12
YOR253W	YOR253W::36NP_D3
YOR255W	YOR255W::36NP_D4
YOR258W	YOR258W::36NP_D5
YOR259C	YOR259C::10EP_E6
YOR260W	YOR260W::10EP_E7
YOR261C	YOR261C::10EP_E8
YOR262W	YOR262W::10EP_E9
YOR264W	YOR264W::36NP_D6
YOR265W	YOR265W::23NP_E3
YOR266W	YOR266W::42NP_A10
YOR268C	YOR268C::23NP_E4
YOR269W	YOR269W::42NP_A11
YOR270C	YOR270C::39NP_F12
YOR271C	YOR271C::23NP_E5
YOR272W	YOR272W::10EP_E10
YOR273C	YOR273C::23NP_E6
YOR274W	YOR274W::23NP_E7
YOR275C	YOR275C::23NP_E8
YOR276W	YOR276W::23NP_E9
YOR278W	YOR278W::10EP_E11
YOR279C	YOR279C::36NP_D7
YOR280C	YOR280C::36NP_D8
YOR281C	YOR281C::10EP_E12
YOR283W	YOR283W::36NP_D9
YOR284W	YOR284W::46NP_G12
YOR285W	YOR285W::36NP_D10
YOR286W	YOR286W::36NP_D11
YOR288C	YOR288C::36NP_D12
YOR289W	YOR289W::11NP_C4
YOR292C	YOR292C::46NP_H1
YOR293C-A	YOR293C-A::45NP_E5
YOR293W	YOR293W::39NP_A10
YOR294W	YOR294W::10EP_F2
YOR295W	YOR295W::11NP_C7
YOR296W	YOR296W::11NP_C8
YOR297C	YOR297C::11NP_C9
YOR298C-A	YOR298C-A::2NP_C9
YOR298W	YOR298W::11NP_C10
YOR299W	YOR299W::11NP_C11
YOR301W	YOR301W::11NP_C12
YOR302W	YOR302W::23NP_E10
YOR303W	YOR303W::23NP_E11
YOR304C-A	YOR304C-A::11NP_D1
YOR304W	YOR304W::11NP_D2
YOR305W	YOR305W::46NP_H2
YOR306C	YOR306C::31NP_F2
YOR307C	YOR307C::11NP_D3
YOR308C	YOR308C::11NP_D4
YOR310C	YOR310C::10EP_F3
YOR311C	YOR311C::11NP_D5
YOR312C	YOR312C::46NP_H3
YOR313C	YOR313C::11NP_D6
YOR315W	YOR315W::11NP_D7
YOR316C	YOR316C::11NP_D8
YOR316C-A	YOR316C-A::45NP_E6
YOR317W	YOR317W::31NP_F3
YOR319W	YOR319W::10EP_F4
YOR321W	YOR321W::46NP_H4
YOR322C	YOR322C::11NP_D9
YOR323C	YOR323C::11NP_D10
YOR324C	YOR324C::11NP_D11
YOR326W	YOR326W::10EP_F5
YOR327C	YOR327C::46NP_H5
YOR329C	YOR329C::10EP_F6
YOR332W	YOR332W::11NP_E1
YOR334W	YOR334W::11NP_E2
YOR335C	YOR335C::10EP_F7
YOR336W	YOR336W::10EP_F8
YOR337W	YOR337W::11NP_E3
YOR338W	YOR338W::11NP_E4
YOR339C	YOR339C::11NP_E5
YOR340C	YOR340C::10EP_F9
YOR341W	YOR341W::10EP_F10
YOR344C	YOR344C::11NP_E7
YOR346W	YOR346W::11NP_E8
YOR347C	YOR347C::11NP_E9
YOR348C	YOR348C::11NP_E10
YOR349W	YOR349W::11NP_E11
YOR350C	YOR350C::11NP_E12
YOR351C	YOR351C::11NP_F4
YOR353C	YOR353C::10EP_F11
YOR354C	YOR354C::11NP_F5
YOR355W	YOR355W::11NP_F6
YOR356W	YOR356W::11NP_F7
YOR357C	YOR357C::11NP_F8
YOR358W	YOR358W::11NP_F9
YOR359W	YOR359W::11NP_F10
YOR360C	YOR360C::11NP_F11
YOR361C	YOR361C::10EP_F12
YOR362C	YOR362C::10EP_G1
YOR363C	YOR363C::11NP_F12
YOR365C	YOR365C::46NP_H7
YOR367W	YOR367W::46NP_H8
YOR368W	YOR368W::46NP_H6
YOR369C	YOR369C::11NP_F1
YOR370C	YOR370C::10EP_G2
YOR371C	YOR371C::11NP_F2
YOR373W	YOR373W::12EP_B8
YOR374W	YOR374W::11NP_F3
YOR375C	YOR375C::11NP_G1
YOR376W-A	YOR376W-A::45NP_E7
YOR377W	YOR377W::11NP_G2
YOR378W	YOR378W::11NP_G3
YOR380W	YOR380W::11NP_G4
YOR381W	YOR381W::11NP_G5
YOR382W	YOR382W::11NP_G6
YOR384W	YOR384W::12NP_G3
YOR385W	YOR385W::12NP_G4
YOR386W	YOR386W::41NP_A2
YPL001W	YPL001W::16NP_A8
YPL002C	YPL002C::16NP_A7
YPL003W	YPL003W::16NP_A6
YPL004C	YPL004C::23NP_E12
YPL005W	YPL005W::16NP_A5
YPL006W	YPL006W::16NP_A4
YPL007C	YPL007C::10EP_G5
YPL009C	YPL009C::16NP_A3
YPL010W	YPL010W::10EP_G6
YPL011C	YPL011C::10EP_G7
YPL012W	YPL012W::10EP_G8
YPL013C	YPL013C::16NP_A2
YPL014W	YPL014W::16NP_A1
YPL015C	YPL015C::15NP_H12
YPL016W	YPL016W::12EP_B9
YPL018W	YPL018W::15NP_H11
YPL019C	YPL019C::15NP_H10
YPL020C	YPL020C::10EP_G10
YPL021W	YPL021W::15NP_H9
YPL022W	YPL022W::41NP_A7
YPL023C	YPL023C::15NP_H8
YPL026C	YPL026C::15NP_H7
YPL027W	YPL027W::23NP_F1
YPL028W	YPL028W::10EP_G11
YPL029W	YPL029W::15NP_H6
YPL030W	YPL030W::15NP_H5
YPL032C	YPL032C::15NP_H4
YPL033C	YPL033C::15NP_H3
YPL034W	YPL034W::23NP_F2
YPL037C	YPL037C::46NP_E12
YPL038W	YPL038W::15NP_H1
YPL038W-A	YPL038W-A::45NP_E8
YPL039W	YPL039W::15NP_G12
YPL040C	YPL040C::46NP_E11
YPL041C	YPL041C::15NP_G10
YPL042C	YPL042C::15NP_G9
YPL043W	YPL043W::10EP_G12
YPL045W	YPL045W::15NP_G8
YPL046C	YPL046C::15NP_G7
YPL047W	YPL047W::15NP_G6
YPL048W	YPL048W::15NP_G5
YPL049C	YPL049C::15NP_G4
YPL050C	YPL050C::15NP_G3
YPL051W	YPL051W::15NP_G2
YPL052W	YPL052W::15NP_G1
YPL053C	YPL053C::15NP_F12
YPL054W	YPL054W::15NP_F11
YPL055C	YPL055C::15NP_F10
YPL056C	YPL056C::15NP_F9
YPL057C	YPL057C::15NP_F8
YPL059W	YPL059W::15NP_F6
YPL064C	YPL064C::15NP_F5
YPL066W	YPL066W::15NP_F4
YPL069C	YPL069C::15NP_F3
YPL070W	YPL070W::15NP_F2
YPL071C	YPL071C::15NP_F1
YPL072W	YPL072W::15NP_E12
YPL074W	YPL074W::15NP_E11
YPL075W	YPL075W::10EP_H2
YPL076W	YPL076W::10EP_H3
YPL077C	YPL077C::15NP_E10
YPL078C	YPL078C::23NP_F3
YPL079W	YPL079W::15NP_E9
YPL081W	YPL081W::15NP_E8
YPL083C	YPL083C::10EP_H5
YPL085W	YPL085W::10EP_H6
YPL086C	YPL086C::15NP_E7
YPL088W	YPL088W::15NP_E6
YPL089C	YPL089C::15NP_E5
YPL090C	YPL090C::15NP_E4
YPL092W	YPL092W::15NP_E3
YPL094C	YPL094C::10EP_H8
YPL095C	YPL095C::15NP_E2
YPL096C-A	YPL096C-A::45NP_E9
YPL096W	YPL096W::15NP_E1
YPL097W	YPL097W::15NP_D12
YPL098C	YPL098C::46NP_E9
YPL099C	YPL099C::15NP_D10
YPL100W	YPL100W::15NP_D9
YPL101W	YPL101W::39NP_B5
YPL103C	YPL103C::15NP_D8
YPL106C	YPL106C::15NP_D7
YPL107W	YPL107W::15NP_D6
YPL108W	YPL108W::15NP_D5
YPL109C	YPL109C::15NP_D4
YPL110C	YPL110C::15NP_D3
YPL111W	YPL111W::15NP_D2
YPL112C	YPL112C::15NP_D1
YPL113C	YPL113C::15NP_C12
YPL115C	YPL115C::46NP_E8
YPL116W	YPL116W::15NP_C10
YPL117C	YPL117C::10EP_H9
YPL118W	YPL118W::15NP_C9
YPL119C	YPL119C::15NP_C8
YPL119C-A	YPL119C-A::45NP_E10
YPL120W	YPL120W::15NP_C7
YPL121C	YPL121C::15NP_C6
YPL122C	YPL122C::10EP_H10
YPL123C	YPL123C::15NP_C5
YPL124W	YPL124W::10EP_H11
YPL125W	YPL125W::15NP_C4
YPL126W	YPL126W::10EP_H12
YPL127C	YPL127C::15NP_C3
YPL128C	YPL128C::11EP_A1
YPL129W	YPL129W::15NP_C2
YPL130W	YPL130W::15NP_C1
YPL132W	YPL132W::31NP_F4
YPL133C	YPL133C::15NP_B12
YPL134C	YPL134C::31NP_F5
YPL135W	YPL135W::15NP_B11
YPL137C	YPL137C::39NP_G1
YPL138C	YPL138C::15NP_B10
YPL139C	YPL139C::15NP_B9
YPL140C	YPL140C::15NP_B8
YPL141C	YPL141C::15NP_B7
YPL143W	YPL143W::11EP_A3
YPL144W	YPL144W::15NP_B6
YPL145C	YPL145C::15NP_B5
YPL146C	YPL146C::11EP_A4
YPL147W	YPL147W::15NP_B4
YPL148C	YPL148C::2NP_C10
YPL150W	YPL150W::15NP_B3
YPL151C	YPL151C::11EP_A5
YPL152W	YPL152W::15NP_B2
YPL152W-A	YPL152W-A::45NP_E11
YPL153C	YPL153C::11EP_A6
YPL154C	YPL154C::15NP_B1
YPL155C	YPL155C::15NP_A12
YPL156C	YPL156C::15NP_A11
YPL157W	YPL157W::15NP_A10
YPL158C	YPL158C::3NP_F8
YPL159C	YPL159C::15NP_A9
YPL160W	YPL160W::11EP_A7
YPL163C	YPL163C::15NP_A6
YPL164C	YPL164C::15NP_A5
YPL165C	YPL165C::15NP_A4
YPL165C	YPL165C::45NP_F6
YPL166W	YPL166W::15NP_A3
YPL168W	YPL168W::14NP_H11
YPL169C	YPL169C::11EP_A8
YPL170W	YPL170W::14NP_H10
YPL171C	YPL171C::14NP_H9
YPL172C	YPL172C::14NP_H8
YPL173W	YPL173W::15NP_A2
YPL174C	YPL174C::15NP_A1
YPL175W	YPL175W::11EP_A9
YPL176C	YPL176C::14NP_H7
YPL177C	YPL177C::14NP_H6
YPL178W	YPL178W::39NP_B4
YPL179W	YPL179W::14NP_H5
YPL181W	YPL181W::46NP_F11
YPL183C	YPL183C::2NP_C11
YPL183W-A	YPL183W-A::2NP_C12
YPL184C	YPL184C::14NP_H4
YPL186C	YPL186C::14NP_H3
YPL187W	YPL187W::14NP_H2
YPL188W	YPL188W::13NP_H1
YPL189C-A	YPL189C-A::45NP_E12
YPL189W	YPL189W::2NP_D1
YPL192C	YPL192C::13NP_G11
YPL193W	YPL193W::13NP_G10
YPL194W	YPL194W::3NP_F9
YPL195W	YPL195W::46NP_F9
YPL196W	YPL196W::13NP_G9
YPL198W	YPL198W::13NP_G8
YPL199C	YPL199C::13NP_G7
YPL200W	YPL200W::13NP_G6
YPL201C	YPL201C::13NP_G5
YPL202C	YPL202C::13NP_G4
YPL203W	YPL203W::13NP_G3
YPL204W	YPL204W::11EP_A11
YPL206C	YPL206C::13NP_G2
YPL207W	YPL207W::13NP_G1
YPL208W	YPL208W::46NP_F8
YPL209C	YPL209C::11EP_A12
YPL210C	YPL210C::11EP_B1
YPL211W	YPL211W::11EP_B2
YPL212C	YPL212C::13NP_F12
YPL213W	YPL213W::13NP_F11
YPL214C	YPL214C::13NP_F10
YPL215W	YPL215W::13NP_F9
YPL216W	YPL216W::41NP_A6
YPL217C	YPL217C::11EP_B3
YPL218W	YPL218W::11EP_B4
YPL219W	YPL219W::13NP_F8
YPL220W	YPL220W::13NP_F7
YPL221W	YPL221W::13NP_F6
YPL222W	YPL222W::13NP_F5
YPL223C	YPL223C::13NP_F4
YPL224C	YPL224C::2NP_D2
YPL225W	YPL225W::13NP_F3
YPL226W	YPL226W::41NP_A5
YPL227C	YPL227C::13NP_F2
YPL228W	YPL228W::11EP_B5
YPL229W	YPL229W::13NP_F1
YPL230W	YPL230W::13NP_E12
YPL231W	YPL231W::11EP_B6
YPL233W	YPL233W::11EP_B7
YPL235W	YPL235W::11EP_B8
YPL236C	YPL236C::13NP_E11
YPL237W	YPL237W::11EP_B9
YPL239W	YPL239W::13NP_E10
YPL240C	YPL240C::13NP_E9
YPL241C	YPL241C::13NP_E8
YPL242C	YPL242C::11EP_B10
YPL243W	YPL243W::11EP_B11
YPL244C	YPL244C::46NP_F7
YPL245W	YPL245W::13NP_E7
YPL246C	YPL246C::13NP_E6
YPL247C	YPL247C::13NP_E5
YPL248C	YPL248C::13NP_E4
YPL249C	YPL249C::13NP_E3
YPL249C-A	YPL249C-A::45NP_F1
YPL250C	YPL250C::13NP_E2
YPL252C	YPL252C::11EP_B12
YPL253C	YPL253C::13NP_E1
YPL254W	YPL254W::13NP_D12
YPL255W	YPL255W::11EP_C1
YPL256C	YPL256C::13NP_D11
YPL257W	YPL257W::13NP_D10
YPL258C	YPL258C::13NP_D9
YPL259C	YPL259C::13NP_D8
YPL260W	YPL260W::13NP_D7
YPL262W	YPL262W::13NP_D6
YPL263C	YPL263C::13NP_D5
YPL264C	YPL264C::13NP_D4
YPL265W	YPL265W::13NP_D3
YPL266W	YPL266W::11EP_C2
YPL267W	YPL267W::13NP_D2
YPL268W	YPL268W::17NP_G6
YPL269W	YPL269W::13NP_D1
YPL270W	YPL270W::13NP_C12
YPL271W	YPL271W::46NP_F6
YPL272C	YPL272C::13NP_C11
YPL273W	YPL273W::13NP_C10
YPL274W	YPL274W::13NP_C9
YPL277C	YPL277C::45NP_F2
YPR001W	YPR001W::16NP_A9
YPR002W	YPR002W::16NP_A10
YPR003C	YPR003C::16NP_A11
YPR004C	YPR004C::16NP_A12
YPR005C	YPR005C::16NP_B1
YPR006C	YPR006C::29NP_B6
YPR007C	YPR007C::45NP_H6
YPR008W	YPR008W::17NP_G8
YPR009W	YPR009W::29NP_B7
YPR010C	YPR010C::11EP_C3
YPR011C	YPR011C::3NP_F10
YPR013C	YPR013C::17NP_G9
YPR015C	YPR015C::29NP_B8
YPR016C	YPR016C::11EP_C4
YPR017C	YPR017C::29NP_B9
YPR018W	YPR018W::46NP_F1
YPR019W	YPR019W::11EP_C5
YPR020W	YPR020W::29NP_B11
YPR021C	YPR021C::3NP_F11
YPR022C	YPR022C::41NP_D2
YPR023C	YPR023C::17NP_G10
YPR024W	YPR024W::17NP_G11
YPR025C	YPR025C::11EP_C6
YPR026W	YPR026W::17NP_G12
YPR028W	YPR028W::29NP_B12
YPR029C	YPR029C::29NP_C1
YPR030W	YPR030W::29NP_C2
YPR031W	YPR031W::17NP_H1
YPR032W	YPR032W::29NP_C3
YPR033C	YPR033C::11EP_C7
YPR034W	YPR034W::11EP_C8
YPR035W	YPR035W::11EP_C9
YPR037C	YPR037C::17NP_H2
YPR041W	YPR041W::11EP_C10
YPR043W	YPR043W::17NP_H3
YPR046W	YPR046W::29NP_C4
YPR048W	YPR048W::11EP_C11
YPR049C	YPR049C::41NP_A8
YPR051W	YPR051W::29NP_C5
YPR052C	YPR052C::29NP_C6
YPR055W	YPR055W::11EP_C12
YPR056W	YPR056W::11EP_D1
YPR057W	YPR057W::29NP_C7
YPR058W	YPR058W::29NP_C8
YPR060C	YPR060C::29NP_C9
YPR061C	YPR061C::29NP_C10
YPR062W	YPR062W::29NP_C11
YPR065W	YPR065W::29NP_D1
YPR066W	YPR066W::29NP_D2
YPR067W	YPR067W::17NP_H4
YPR068C	YPR068C::29NP_D3
YPR069C	YPR069C::29NP_D4
YPR070W	YPR070W::29NP_D5
YPR071W	YPR071W::41NP_A9
YPR072W	YPR072W::29NP_D6
YPR073C	YPR073C::29NP_D7
YPR074C	YPR074C::29NP_D8
YPR075C	YPR075C::29NP_D9
YPR078C	YPR078C::17NP_H5
YPR079W	YPR079W::29NP_D10
YPR083W	YPR083W::3NP_F12
YPR085C	YPR085C::11EP_D3
YPR086W	YPR086W::11EP_D4
YPR088C	YPR088C::11EP_D5
YPR091C	YPR091C::42NP_A12
YPR093C	YPR093C::29NP_D12
YPR094W	YPR094W::12EP_H10
YPR100W	YPR100W::29NP_E1
YPR101W	YPR101W::29NP_E2
YPR103W	YPR103W::11EP_D7
YPR104C	YPR104C::11EP_D8
YPR105C	YPR105C::11EP_D9
YPR106W	YPR106W::16NP_B2
YPR107C	YPR107C::11EP_D10
YPR108W	YPR108W::11EP_D11
YPR108W-A	YPR108W-A::45NP_F3
YPR110C	YPR110C::11EP_D12
YPR111W	YPR111W::46NP_F2
YPR113W	YPR113W::11EP_E2
YPR116W	YPR116W::16NP_B4
YPR118W	YPR118W::3NP_G1
YPR119W	YPR119W::16NP_B6
YPR122W	YPR122W::16NP_B7
YPR124W	YPR124W::16NP_B8
YPR125W	YPR125W::16NP_B9
YPR127W	YPR127W::16NP_B10
YPR128C	YPR128C::16NP_B11
YPR129W	YPR129W::16NP_B12
YPR131C	YPR131C::16NP_C1
YPR132W	YPR132W::16NP_C2
YPR133C	YPR133C::11EP_E3
YPR133W-A	YPR133W-A::3NP_G2
YPR135W	YPR135W::16NP_C3
YPR137W	YPR137W::11EP_E4
YPR138C	YPR138C::16NP_C4
YPR139C	YPR139C::16NP_C5
YPR140W	YPR140W::16NP_C6
YPR141C	YPR141C::16NP_C7
YPR141C	YPR141C::45NP_F9
YPR143W	YPR143W::11EP_E5
YPR144C	YPR144C::11EP_E6
YPR145W	YPR145W::16NP_C8
YPR147C	YPR147C::16NP_C9
YPR148C	YPR148C::16NP_C10
YPR149W	YPR149W::16NP_C11
YPR151C	YPR151C::3NP_G3
YPR152C	YPR152C::16NP_C12
YPR153W	YPR153W::16NP_D1
YPR154W	YPR154W::16NP_D2
YPR155C	YPR155C::16NP_D3
YPR156C	YPR156C::16NP_D4
YPR158W	YPR158W::16NP_D5
YPR159C-A	YPR159C-A::45NP_F4
YPR159W	YPR159W::16NP_D6
YPR160W	YPR160W::16NP_D7
YPR161C	YPR161C::12EP_H11
YPR162C	YPR162C::11EP_E8
YPR163C	YPR163C::16NP_D8
YPR165W	YPR165W::11EP_E9
YPR166C	YPR166C::16NP_D10
YPR167C	YPR167C::16NP_D11
YPR168W	YPR168W::11EP_E10
YPR169W	YPR169W::11EP_E11
YPR171W	YPR171W::16NP_D12
YPR174C	YPR174C::16NP_E2
YPR175W	YPR175W::11EP_E12
YPR176C	YPR176C::11EP_F1
YPR178W	YPR178W::11EP_F2
YPR180W	YPR180W::11EP_F3
YPR181C	YPR181C::11EP_F4
YPR182W	YPR182W::11EP_F5
YPR183W	YPR183W::11EP_F6
YPR185W	YPR185W::16NP_E4
YPR186C	YPR186C::11EP_F7
YPR187W	YPR187W::11EP_F8
YPR188C	YPR188C::16NP_E5
YPR190C	YPR190C::11EP_F9
YPR191W	YPR191W::16NP_E7
YPR192W	YPR192W::16NP_E8
YPR196W	YPR196W::16NP_E10
YPR199C	YPR199C::16NP_E11
YPR200C	YPR200C::16NP_E12
YPR201W	YPR201W::16NP_F1
